communityID,urban_score_house,year
0101041,2,2011
0101042,6.3125,2011
0101043,0.4666666666666667,2011
0102061,1.4999999999999998,2011
0102062,1.3333333333333333,2011
0102063,1.9310344827586206,2011
0102331,3.304347826086956,2011
0102332,1.6666666666666667,2011
0102333,2.9375,2011
0104461,3,2011
0104462,3.4285714285714284,2011
0104463,1.923076923076923,2011
0104511,2.6666666666666665,2011
0104512,1.7600000000000002,2011
0104513,1.7272727272727273,2011
0140311,9.904761904761905,2011
0140312,4.416666666666667,2011
0140313,8.033333333333333,2011
0140511,3.4117647058823537,2011
0140512,4.46,2011
0140513,3.294117647058824,2011
0146431,3,2011
0146432,4.818181818181818,2011
0146433,3.2,2011
0182061,1.5,2011
0182062,2,2011
0182063,3.0144927536231885,2011
0304761,5.785714285714285,2011
0304762,7,2011
0304763,4.37037037037037,2011
0311061,3.916666666666667,2011
0311062,3.2631578947368416,2011
0311063,4.96,2011
0340431,2.9,2011
0340432,5.1,2011
0340433,4.292307692307692,2011
0346761,2.916666666666667,2011
0346762,3.0400000000000005,2011
0346763,2.2857142857142856,2011
0467461,1.625,2011
0467462,0.06896551724137931,2011
0467463,0.21428571428571427,2011
0516061,1,2011
0516062,1.8399999999999999,2011
0516063,1.0344827586206895,2011
0540541,1.9134199134199137,2011
0540542,8,2011
0540543,1.125,2011
0542491,3.0588235294117645,2011
0542492,3.5652173913043477,2011
0542493,3.789473684210526,2011
0560431,0.4444444444444445,2011
0560432,2.2142857142857144,2011
0560433,3.4166666666666665,2011
0560591,4.380952380952381,2011
0560592,3.2173913043478266,2011
0560593,3.7777777777777777,2011
0563021,7.9259259259259265,2011
0563022,7,2011
0563023,3.4074074074074074,2011
0563461,2.3529411764705883,2011
0563462,3.0476190476190474,2011
0563463,7.913043478260869,2011
0566041,0.918918918918919,2011
0566042,0.9999999999999998,2011
0566043,2.111111111111111,2011
0574571,1.076923076923077,2011
0574572,0.6923076923076924,2011
0574573,0.5555555555555556,2011
0576331,0.08333333333333333,2011
0576332,1.4594594594594594,2011
0576333,1.6363636363636362,2011
0582021,6.625,2011
0582022,3.9,2011
0582023,2.48,2011
0586591,1.8571428571428572,2011
0586592,8.714285714285715,2011
0586593,1.1111111111111112,2011
0604401,2.6666666666666665,2011
0604402,3,2011
0604403,3.3571428571428568,2011
0604811,4.594594594594595,2011
0604812,4.235294117647058,2011
0604813,3.5652173913043477,2011
0640281,9.411764705882351,2011
0640282,9.619047619047619,2011
0640283,9.733333333333334,2011
0640331,3.481481481481482,2011
0640332,7.238095238095238,2011
0640333,3.2727272727272725,2011
0646041,7.575,2011
0646042,8.727272727272728,2011
0646043,8.428571428571429,2011
0655461,0.64,2011
0655462,1.3636363636363635,2011
0655463,1.2,2011
0724281,5.304347826086956,2011
0724282,4.461988304093567,2011
0724283,5.294117647058823,2011
0740021,5.578947368421053,2011
0740022,1.789473684210526,2011
0740023,2.6797385620915035,2011
0740041,9.218181818181819,2011
0740042,8.210526315789473,2011
0740043,8.923076923076923,2011
0740571,9,2011
0740572,7.333333333333333,2011
0740573,9.88888888888889,2011
0746311,0.3333333333333333,2011
0746312,1.5384615384615388,2011
0746313,0.64,2011
0749811,2.5454545454545454,2011
0749812,2.96,2011
0749813,1.52,2011
0753761,6.444444444444445,2011
0753762,7.0769230769230775,2011
0753763,8.8,2011
0755041,6.571428571428571,2011
0755042,7.5,2011
0755043,7.555555555555555,2011
0782331,2.3200000000000003,2011
0782332,2,2011
0782333,5,2011
0896761,1.263157894736842,2011
0896762,1.3846153846153846,2011
0896763,4.8,2011
0940041,5.636363636363637,2011
0940042,9.363636363636363,2011
0940043,9.2,2011
1017911,0,2011
1017912,0.5599999999999999,2011
1017913,0,2011
1040041,7.181818181818182,2011
1040042,7.428571428571429,2011
1040043,7.882352941176471,2011
1051021,0.7567567567567568,2011
1051022,1.7,2011
1051023,5.666666666666667,2011
1053811,7.466666666666667,2011
1053812,1.2142857142857142,2011
1053813,2.615384615384615,2011
1082061,0.38461538461538464,2011
1082062,0,2011
1082063,0,2011
1082591,0.17647058823529413,2011
1082592,0.5454545454545454,2011
1082593,2,2011
1101311,5,2011
1101312,5.263157894736842,2011
1101313,5.5,2011
1111541,7.058823529411765,2011
1111542,3.2666666666666666,2011
1111543,5.379084967320262,2011
1127441,8.842105263157894,2011
1127442,4.285714285714286,2011
1127443,5.083333333333333,2011
1146041,6.666666666666667,2011
1146042,7.684210526315789,2011
1146043,2.333333333333333,2011
1160061,1.8,2011
1160062,3.3333333333333335,2011
1160063,1.7142857142857142,2011
1174891,6.461538461538462,2011
1174892,5.214285714285714,2011
1174893,6.166666666666667,2011
1182761,3.6666666666666665,2011
1182762,2.076923076923077,2011
1182763,2.9032258064516125,2011
1224901,3.416666666666667,2011
1224902,1.263157894736842,2011
1224903,5,2011
1240991,2.1,2011
1240992,0.9565217391304348,2011
1240993,1.8333333333333333,2011
1340041,9.333333333333334,2011
1340042,9.454545454545455,2011
1340043,9.176470588235293,2011
1349021,0.9523809523809523,2011
1349022,1.8,2011
1349023,2.48,2011
1355591,0.42857142857142855,2011
1355592,1.9,2011
1355593,1.8620689655172413,2011
1382021,2.076923076923077,2011
1382022,2.148148148148148,2011
1382023,2.625,2011
1411541,0.2857142857142857,2011
1411542,2.6666666666666665,2011
1411543,0.16,2011
1424031,1.368421052631579,2011
1424032,0.8333333333333333,2011
1424033,0.7272727272727273,2011
1440161,8.857142857142858,2011
1440162,9.142857142857142,2011
1440163,9.478260869565217,2011
1455281,8.5,2011
1455282,8.88888888888889,2011
1455283,8.545454545454545,2011
1504781,6.25,2011
1504782,6.5,2011
1504783,5.444444444444445,2011
1511561,7.999999999999998,2011
1511562,7,2011
1511563,8.977777777777778,2011
1538591,7,2011
1538592,8.31578947368421,2011
1538593,4.923076923076923,2011
1540441,4.8125,2011
1540442,4.521739130434782,2011
1540443,7.5,2011
1540581,9,2011
1540583,9.473684210526315,2011
1546281,4.705882352941177,2011
1546282,5.818181818181818,2011
1546283,5.303030303030303,2011
1546311,5.0625,2011
1546312,5.307692307692308,2011
1546313,7.4,2011
1546761,4.296296296296297,2011
1546762,4.1,2011
1546763,4.76923076923077,2011
1556761,3.177865612648221,2011
1556762,4.49090909090909,2011
1556763,4.956043956043956,2011
1582311,6.981818181818182,2011
1582312,8.285714285714285,2011
1582313,3.0526315789473686,2011
1582781,6.347826086956521,2011
1582782,6.153846153846153,2011
1582783,8.181818181818183,2011
1601041,8.258064516129032,2011
1601042,8.827586206896552,2011
1601043,8.6,2011
1611591,2.083333333333333,2011
1611592,2.16,2011
1611593,8.285714285714286,2011
1624311,7.454545454545455,2011
1624312,2.5925925925925926,2011
1624313,8,2011
1660061,0.23529411764705882,2011
1660062,0.36363636363636365,2011
1660063,0.41666666666666663,2011
1682311,2.137931034482759,2011
1682312,2.8461538461538463,2011
1682313,7.157894736842105,2011
1711591,0,2011
1711592,0.07407407407407407,2011
1711593,0,2011
1746431,0.12121212121212122,2011
1746432,0.06896551724137931,2011
1746433,6.9230769230769225,2011
1755311,8,2011
1755312,2.5600000000000005,2011
1755313,2.6923076923076925,2011
1774021,3,2011
1774022,2.137931034482759,2011
1774023,1.7600000000000002,2011
1840371,8.142857142857144,2011
1840372,9,2011
1840373,9.594736842105263,2011
1940371,3.8571428571428568,2011
1940372,8.421052631578947,2011
1940373,6.052631578947368,2011
2001041,7.846153846153847,2011
2001042,9.076923076923077,2011
2001043,4.9,2011
2024541,6.666666666666666,2011
2024542,6.7,2011
2024543,7.272727272727273,2011
2040281,9.142857142857142,2011
2040282,9.176470588235293,2011
2040283,6.333333333333333,2011
2049061,3.5200000000000005,2011
2049062,3.153846153846154,2011
2049063,4.960000000000001,2011
2053041,8.333333333333332,2011
2053042,7.6,2011
2053043,6.166666666666666,2011
2074061,4.117647058823529,2011
2074062,5.25,2011
2074063,9,2011
2074281,4.864532019704434,2011
2074282,6.086956521739131,2011
2074283,6.16,2011
2111541,6.842105263157895,2011
2111542,0.962962962962963,2011
2111543,0.8571428571428571,2011
2111761,1.4666666666666668,2011
2111762,0.6086956521739131,2011
2111763,2.5714285714285716,2011
