communityID,urban_score_comm,year,urban_score_house,urban_score_econ,urban_score_sani,urban_score_insr,province_eng,city_eng,urban_nbs,urban_score,urban_flag
0646041,4.125,2011,7.575,7.319257176600748,4.208333333333333,7.115384615384616,Hebei,Cangzhou,1,30.342975125318695,1
0646042,4.545454545454545,2011,8.727272727272728,6.969860483535595,5.454545454545454,7.5,Hebei,Cangzhou,1,33.19713321080832,1
0646043,3.809523809523809,2011,8.428571428571429,7.186991268214506,6.190476190476191,8.636363636363635,Hebei,Cangzhou,1,34.25192633314957,1
0655461,1.866666666666667,2011,0.64,4.394516031541954,0.5333333333333333,4.239130434782609,Hebei,Chengde,0,11.673646466324563,0
0655462,1.2121212121212122,2011,1.3636363636363635,5.04836845148263,0,4.625,Hebei,Chengde,0,12.249126027240205,0
0655463,3,2011,1.2,5.133194505411766,0.1111111111111111,4.903846153846154,Hebei,Chengde,0,14.348151770369032,0
0724281,3.4782608695652173,2011,5.304347826086956,7.134566958798104,2.898550724637681,7.361111111111112,Jiangxi,Jingdezhen,1,26.17683749019907,1
0724282,3.8596491228070176,2011,4.461988304093567,7.6406497556859065,2.2807017543859645,7.916666666666666,Jiangxi,Jingdezhen,1,26.159655603639123,1
0724283,3.5294117647058822,2011,5.294117647058823,7.533353318356667,4.11764705882353,9.615384615384615,Jiangxi,Jingdezhen,1,30.08991440432952,1
0740021,1.5789473684210529,2011,5.578947368421053,4.908988248655943,4.035087719298246,4.375,Jiangxi,Nanchang,0,20.476970704796294,0
0740022,2.280701754385965,2011,1.789473684210526,4.546538891319288,1.0526315789473684,4.928571428571429,Jiangxi,Nanchang,0,14.597917337434577,0
0740023,2.037037037037037,2011,2.6797385620915035,4.739628279795993,1.8518518518518519,5,Jiangxi,Nanchang,0,16.308255730776384,0
0740041,5.151515151515151,2011,9.218181818181819,7.86947419616714,6.666666666666667,7.75,Jiangxi,Nanchang,1,36.65583783253078,1
0740042,2.1052631578947367,2011,8.210526315789473,7.472964621877871,6.31578947368421,7.931034482758621,Jiangxi,Nanchang,1,32.03557805200491,1
0740043,6.153846153846154,2011,8.923076923076923,7.924389348822314,6.666666666666667,6.818181818181818,Jiangxi,Nanchang,1,36.486160910593874,1
0740571,5.666666666666667,2011,9,7.679562616959867,5.333333333333333,7.205882352941177,Jiangxi,Nanchang,1,34.885444969901044,1
0740572,4.4444444444444455,2011,7.333333333333333,7.0449029831243495,4.444444444444444,6,Jiangxi,Nanchang,1,29.26712520534657,1
0740573,4.62962962962963,2011,9.88888888888889,7.461095131364718,6.666666666666667,5,Jiangxi,Nanchang,1,33.646280316549905,1
0746311,2.5,2011,0.3333333333333333,4.5690649374938666,0.6944444444444445,4.651162790697674,Jiangxi,Yichun,0,12.748005505969319,0
0746312,3.076923076923077,2011,1.5384615384615388,4.38700101960275,0.25641025641025644,4.782608695652174,Jiangxi,Yichun,0,14.041404587049797,0
0746313,2.9333333333333336,2011,0.64,4.872280689799772,0.6666666666666666,5.397727272727273,Jiangxi,Yichun,0,14.510007962527045,0
0749811,3.03030303030303,2011,2.5454545454545454,4.393948941340172,1.6666666666666667,5.0625,Jiangxi,Shangrao,1,16.698873183764412,1
0749812,2.266666666666666,2011,2.96,4.34458381553858,2.0000000000000004,4.883720930232558,Jiangxi,Shangrao,1,16.454971412437807,1
0749813,2.9333333333333336,2011,1.52,4.44488945573339,1.5999999999999999,4.7560975609756095,Jiangxi,Shangrao,0,15.254320350042331,0
0753761,2.716049382716049,2011,6.444444444444445,6.138363360359212,4.074074074074074,5,Jiangxi,Jiujiang,0,24.372931261593777,0
0753762,2.5641025641025643,2011,7.0769230769230775,6.1054531056721855,4.743589743589744,4.4021739130434785,Jiangxi,Jiujiang,1,24.892242403331053,1
0753763,2.6666666666666665,2011,8.8,7.394425805039465,6,5.294117647058823,Jiangxi,Jiujiang,1,30.155210118764955,1
0755041,3.9682539682539684,2011,6.571428571428571,7.7675812357731475,3.6507936507936507,8.974358974358974,Jiangxi,Jian,1,30.932416400608314,1
0755042,5.277777777777779,2011,7.5,7.182341528216399,5.555555555555556,7.857142857142857,Jiangxi,Jian,1,33.37281771869259,1
0755043,3.7037037037037037,2011,7.555555555555555,7.248018906690123,5.9259259259259265,7.647058823529411,Jiangxi,Jian,1,32.080262915404724,1
0782331,1.0666666666666669,2011,2.3200000000000003,4.784697873870955,1.7333333333333334,4.404761904761905,Jiangxi,Ganzhou,0,14.30945977863286,0
0782332,1.6091954022988508,2011,2,4.852779300229964,2.0689655172413794,5.3500000000000005,Jiangxi,Ganzhou,0,15.880940219770196,0
0782333,2.777777777777778,2011,5,5.8952506680039525,3.4444444444444446,5.480769230769232,Jiangxi,Ganzhou,1,22.59824212099541,1
0896761,3.157894736842105,2011,1.263157894736842,5.552385475175989,1.5789473684210524,5,Xinjiang,Akesu,0,16.55238547517599,0
0896762,2.692307692307692,2011,1.3846153846153846,7.165614382171377,3.58974358974359,5.238095238095237,Xinjiang,Akesu,1,20.070376286933282,1
0896763,2.8333333333333335,2011,4.8,7.256424918972246,3.6666666666666665,7.045454545454545,Xinjiang,Akesu,1,25.601879464426794,1
0940041,4.090909090909091,2011,5.636363636363637,7.616303321031903,6.363636363636364,9.342105263157896,Beijing,Beijing,1,33.04931767509889,1
0940042,4.696969696969696,2011,9.363636363636363,7.870861025420091,7.121212121212121,6.621621621621622,Beijing,Beijing,1,35.67430082885989,1
0940043,6,2011,9.2,8.136396859479122,6.666666666666667,7.777777777777778,Beijing,Beijing,1,37.780841303923566,1
1017911,3.1666666666666665,2011,0,5.272885221155196,0,4.571428571428572,Neimenggu,Xilingol,0,13.010980459250433,0
1017912,3.1999999999999997,2011,0.5599999999999999,6.112199740978718,0.7999999999999999,1.5789473684210527,Neimenggu,Xilingol,1,12.251147109399772,1
1017913,2.6666666666666665,2011,0,5.316229710786891,0,4.705882352941177,Neimenggu,Xilingol,0,12.688778730394734,0
1040041,5,2011,7.181818181818182,7.99084575808759,6.8181818181818175,8.076923076923077,Neimenggu,Hohhot,1,35.06776883501067,1
1040042,3.0952380952380953,2011,7.428571428571429,8.255584835491478,6.904761904761905,9.09090909090909,Neimenggu,Hohhot,1,34.775065354972,1
1040043,3.9215686274509807,2011,7.882352941176471,7.855021608014977,6.666666666666667,6.25,Neimenggu,Hohhot,1,32.575609843309095,1
1051021,2.9729729729729732,2011,0.7567567567567568,6.056852671955316,3.0630630630630633,5,Neimenggu,Hinggan,1,17.849645464748107,1
1051022,3.5833333333333335,2011,1.7,7.18386650658928,1.9166666666666667,6.933333333333334,Neimenggu,Hinggan,1,21.317199839922615,1
1051023,3.0555555555555554,2011,5.666666666666667,7.4407844971987025,4.166666666666667,8.75,Neimenggu,Hinggan,1,29.079673386087592,1
1053811,5.5555555555555545,2011,7.466666666666667,7.374285873198428,5.777777777777779,5.6034482758620685,Neimenggu,Chifeng,1,31.777734149060496,1
1053812,2.2619047619047623,2011,1.2142857142857142,3.965770825079152,1.3095238095238095,4.705882352941177,Neimenggu,Chifeng,0,13.457367463734617,0
1053813,2.435897435897436,2011,2.615384615384615,4.298579629915408,2.435897435897436,5.425531914893618,Neimenggu,Chifeng,1,17.211291031988516,1
1082061,3.3333333333333335,2011,0.38461538461538464,5.316281019181136,0.7692307692307693,3.2653061224489797,Neimenggu,Hulunbuir,0,13.068766628809604,0
1082062,3.3333333333333335,2011,0,4.347421776763601,3.2098765432098766,4.183673469387755,Neimenggu,Hulunbuir,0,15.074305122694565,0
1082063,3.218390804597701,2011,0,4.402835370126732,2.9885057471264367,3.679245283018868,Neimenggu,Hulunbuir,0,14.28897720486974,0
1082591,1.8627450980392155,2011,0.17647058823529413,6.56582660465266,3.1372549019607843,4.769230769230769,Neimenggu,Hulunbuir,0,16.511527962118723,0
1082592,1.6666666666666667,2011,0.5454545454545454,5.932772112551624,3.4090909090909087,5.602409638554216,Neimenggu,Hulunbuir,1,17.15639387231796,1
1082593,3.4375,2011,2,7.375362672705705,4.166666666666667,6.041666666666666,Neimenggu,Hulunbuir,1,23.02119600603904,1
1101311,3.1944444444444446,2011,5,8.334519443081417,6.111111111111111,5.222222222222222,Jiangsu,Suzhou,0,27.862297220859194,0
1101312,4.56140350877193,2011,5.263157894736842,6.239748654747706,5.964912280701754,6.25,Jiangsu,Suzhou,1,28.27922233895823,1
1101313,4.583333333333333,2011,5.5,7.241763144876299,5.5555555555555545,5.812499999999999,Jiangsu,Suzhou,0,28.693152033765184,0
1111541,3.5294117647058822,2011,7.058823529411765,7.295551162422963,5.686274509803922,7.685185185185186,Jiangsu,Xuzhou,1,31.25524615152972,1
1111542,2.111111111111111,2011,3.2666666666666666,4.34746248405412,0.9722222222222223,4.8076923076923075,Jiangsu,Xuzhou,1,15.505154791746428,1
1111543,3.7037037037037037,2011,5.379084967320262,7.010359566627559,5.185185185185185,6.607142857142857,Jiangsu,Xuzhou,1,27.885476279979567,1
1127441,3.8596491228070176,2011,8.842105263157894,7.084867988530585,6.491228070175438,7.32394366197183,Jiangsu,Taizhou,1,33.601794106642764,1
1127442,1.5476190476190474,2011,4.285714285714286,4.512837489662413,3.3333333333333335,4.803921568627451,Jiangsu,Taizhou,1,18.48342572495653,1
1127443,2.7777777777777772,2011,5.083333333333333,5.639012702191521,4.166666666666667,5.277777777777778,Jiangsu,Taizhou,1,22.94456825774708,1
1146041,2.9629629629629632,2011,6.666666666666667,7.533947800773189,4.444444444444444,8.823529411764707,Jiangsu,Yancheng,1,30.431551286611967,1
1146042,3.157894736842105,2011,7.684210526315789,7.306409159655234,5.614035087719298,8.416666666666666,Jiangsu,Yancheng,1,32.179216177199095,1
1146043,2.222222222222222,2011,2.333333333333333,4.692598792411811,9.583333333333334,5.357142857142857,Jiangsu,Yancheng,0,24.188630538443558,0
1160061,1.833333333333333,2011,1.8,4.610133542549337,1.7368421052631577,4.7727272727272725,Jiangsu,Suqian,0,14.753036253873102,0
1160062,1.9444444444444446,2011,3.3333333333333335,4.250437368046249,2.5,4.878048780487805,Jiangsu,Suqian,1,16.906263926311834,1
1160063,1.2698412698412698,2011,1.7142857142857142,4.548419916234181,1.5873015873015872,5.1923076923076925,Jiangsu,Suqian,0,14.312156179970444,0
1174891,3.851282051282052,2011,6.461538461538462,6.138349385651259,6.0256410256410255,5.204081632653061,Jiangsu,Yangzhou,1,27.68089255676586,1
1174892,1.7857142857142854,2011,5.214285714285714,4.865363635179107,5.714285714285714,5.294117647058823,Jiangsu,Yangzhou,1,22.873766996523646,1
1174893,1.9444444444444446,2011,6.166666666666667,5.097080659095737,4.861111111111112,5.238095238095238,Jiangsu,Yangzhou,0,23.307398119413197,0
1182761,0.8333333333333334,2011,3.6666666666666665,5.871246587348658,0.8333333333333334,1.5217391304347825,Jiangsu,Lianyungang,1,12.726319051116775,1
1182762,1.4102564102564104,2011,2.076923076923077,4.402926142177775,1.9230769230769227,4.680851063829787,Jiangsu,Lianyungang,0,14.494033616263973,0
1182763,1.8279569892473118,2011,2.9032258064516125,4.784385355274013,1.7204301075268817,4.035087719298246,Jiangsu,Lianyungang,0,15.271085977798066,0
1224901,1.805555555555556,2011,3.416666666666667,4.695929608314066,4.305555555555556,5.666666666666666,Chongqing,Chongqing,0,19.89037405275851,0
1224902,2.456140350877193,2011,1.263157894736842,3.9731829146797186,3.508771929824561,7.5,Chongqing,Chongqing,0,18.701253090118314,0
1224903,1.5384615384615385,2011,5,5.735224115808287,5.256410256410256,5.7558139534883725,Chongqing,Chongqing,1,23.285909864168453,1
1240991,2.1666666666666665,2011,2.1,5.936650731072985,3.1666666666666665,4.827586206896552,Chongqing,Chongqing,0,18.19757027130287,0
1240992,2.463768115942029,2011,0.9565217391304348,4.8337445782059865,2.6086956521739126,4.871794871794871,Chongqing,Chongqing,0,15.734524957247235,0
1240993,2.5,2011,1.8333333333333333,5.447894291748352,2.6388888888888893,5.192307692307692,Chongqing,Chongqing,0,17.612424206278266,0
1340041,5.5555555555555545,2011,9.333333333333334,7.267409512568558,6.666666666666667,10,Gansu,Lanzhou,1,38.82296506812412,1
1340042,3.6363636363636362,2011,9.454545454545455,7.889615098133341,6.666666666666667,7.333333333333333,Gansu,Lanzhou,1,34.980524189042434,1
1340043,3.5294117647058822,2011,9.176470588235293,7.39430084986414,6.666666666666667,9.100000000000001,Gansu,Lanzhou,1,35.866849869471984,1
1349021,2.698412698412698,2011,0.9523809523809523,4.3751296083156275,1.2698412698412698,4.097222222222222,Gansu,Dingxi,0,13.392986751172767,0
1349022,2.6666666666666665,2011,1.8,4.6071469782085375,3.5,4.354838709677419,Gansu,Dingxi,1,16.928652354552625,1
1349023,2.533333333333333,2011,2.48,4.544790849043852,2.4,5.113636363636363,Gansu,Dingxi,0,17.07176054601355,0
1355591,2.380952380952381,2011,0.42857142857142855,4.45894733663457,2.9761904761904763,4.886363636363636,Gansu,Pingliang,0,15.13102525871249,0
1355592,3,2011,1.9,4.328750685057607,3,5,Gansu,Pingliang,0,17.22875068505761,0
1355593,2.0689655172413794,2011,1.8620689655172413,4.53577284005646,1.8390804597701151,4.772727272727273,Gansu,Pingliang,0,15.078615055312468,0
1382021,0.641025641025641,2011,2.076923076923077,3.92215143939654,3.205128205128205,4.787234042553191,Gansu,Zhangye,0,14.632462405026654,0
1382022,1.3580246913580247,2011,2.148148148148148,4.241571027472254,3.3333333333333335,4.855769230769231,Gansu,Zhangye,1,15.93684643108099,1
1382023,2.0833333333333335,2011,2.625,4.810843662473724,3.75,5,Gansu,Zhangye,0,18.269176995807058,0
1411541,4.126984126984127,2011,0.2857142857142857,4.100508119786118,0.15873015873015872,4.5588235294117645,Heilongjiang,Jixi,0,13.230760220626454,0
1411542,2.8888888888888893,2011,2.6666666666666665,6.689641213099084,4.222222222222222,6.666666666666665,Heilongjiang,Jixi,1,23.134085657543526,1
1411543,1.8666666666666665,2011,0.16,4.908481564641619,0,4.680851063829787,Heilongjiang,Jixi,0,11.615999295138073,0
1424031,2.8070175438596494,2011,1.368421052631579,7.149858912070196,0.7017543859649122,5.138888888888888,Heilongjiang,Qiqihar,1,17.165940783415227,1
1424032,2.777777777777778,2011,0.8333333333333333,7.452884189518368,0,3.25,Heilongjiang,Qiqihar,1,14.313995300629479,1
1424033,2.727272727272727,2011,0.7272727272727273,6.614226120707133,0,5.750000000000001,Heilongjiang,Qiqihar,1,15.818771575252587,1
1440161,3.3333333333333335,2011,8.857142857142858,7.520045875504022,6.825396825396825,10,Heilongjiang,Harbin,1,36.53591889137704,1
1440162,3.6507936507936507,2011,9.142857142857142,8.093203872236705,6.825396825396825,9.411764705882353,Heilongjiang,Harbin,1,37.124016197166675,1
1440163,4.782608695652175,2011,9.478260869565217,7.454174077055643,6.666666666666667,8.714285714285714,Heilongjiang,Harbin,1,37.09599602322542,1
1455281,5.416666666666667,2011,8.5,8.101425555525845,6.666666666666667,6.875,Heilongjiang,Jiamusi,1,35.55975888885918,1
1455282,5.5555555555555545,2011,8.88888888888889,7.571028195636091,6.666666666666667,7.333333333333334,Heilongjiang,Jiamusi,1,36.01547264008054,1
1455283,4.848484848484849,2011,8.545454545454545,7.57636140558112,6.666666666666667,7.500000000000001,Heilongjiang,Jiamusi,1,35.13696746618719,1
1504781,4.166666666666667,2011,6.25,6.577672978524205,4.027777777777779,4.94047619047619,Guangdong,Foshan,1,25.96259361344484,1
