communityID,urban_score_sani,year
0101041,1.2280701754385965,2011
0101042,5.416666666666667,2011
0101043,2.6666666666666665,2011
0102061,1.9047619047619044,2011
0102062,1.6666666666666667,2011
0102063,2.9885057471264367,2011
0102331,3.043478260869565,2011
0102332,2.7777777777777772,2011
0102333,2.8897849462365595,2011
0104461,3.5,2011
0104462,2.976190476190476,2011
0104463,3.3333333333333335,2011
0104511,2.380952380952381,2011
0104512,2.9333333333333336,2011
0104513,2.5757575757575757,2011
0140311,6.666666666666667,2011
0140312,2.777777777777778,2011
0140313,4.666666666666667,2011
0140511,1.1764705882352942,2011
0140512,0.9333333333333335,2011
0140513,0.7843137254901961,2011
0146431,3.3333333333333335,2011
0146432,4.090909090909091,2011
0146433,2.6666666666666665,2011
0182061,3.75,2011
0182062,3.0877192982456143,2011
0182063,1.576086956521739,2011
0304761,3.690476190476191,2011
0304762,4.333333333333333,2011
0304763,3.2098765432098766,2011
0311061,4.027777777777778,2011
0311062,2.9824561403508767,2011
0311063,4.266666666666667,2011
0340431,1.8333333333333333,2011
0340432,3.6666666666666665,2011
0340433,3.733333333333333,2011
0346761,2.0833333333333335,2011
0346762,3.466666666666667,2011
0346763,1.9047619047619044,2011
0467461,0,2011
0467462,0.2298850574712644,2011
0467463,0,2011
0516061,3.8333333333333335,2011
0516062,2.266666666666666,2011
0516063,3.218390804597701,2011
0540541,2.878787878787879,2011
0540542,5.9375,2011
0540543,3.2291666666666665,2011
0542491,3.9215686274509807,2011
0542492,4.492753623188405,2011
0542493,4.561403508771929,2011
0560431,2.298195631528965,2011
0560432,3.214285714285714,2011
0560433,3.75,2011
0560591,4.126984126984127,2011
0560592,3.1884057971014492,2011
0560593,4.62962962962963,2011
0563021,4.567901234567901,2011
0563022,4.074074074074074,2011
0563023,2.592592592592592,2011
0563461,4.313725490196078,2011
0563462,3.3333333333333335,2011
0563463,4.63768115942029,2011
0566041,2.4324324324324325,2011
0566042,3.194444444444444,2011
0566043,3.7962962962962963,2011
0574571,2.307692307692308,2011
0574572,2.948717948717949,2011
0574573,3.2407407407407405,2011
0576331,7.777777777777776,2011
0576332,6.396396396396397,2011
0576333,6.363636363636364,2011
0582021,4.583333333333333,2011
0582022,4.666666666666667,2011
0582023,3.6,2011
0586591,4.166666666666667,2011
0586592,6.190476190476191,2011
0586593,2.8395061728395063,2011
0604401,3.950617283950617,2011
0604402,3.4722222222222228,2011
0604403,3.690476190476191,2011
0604811,3.2432432432432434,2011
0604812,3.2352941176470584,2011
0604813,3.6231884057971016,2011
0640281,6.2745098039215685,2011
0640282,6.666666666666667,2011
0640283,6.666666666666667,2011
0640331,0.24691358024691357,2011
0640332,6.190476190476191,2011
0640333,0.3125,2011
0646041,4.208333333333333,2011
0646042,5.454545454545454,2011
0646043,6.190476190476191,2011
0655461,0.5333333333333333,2011
0655462,0,2011
0655463,0.1111111111111111,2011
0724281,2.898550724637681,2011
0724282,2.2807017543859645,2011
0724283,4.11764705882353,2011
0740021,4.035087719298246,2011
0740022,1.0526315789473684,2011
0740023,1.8518518518518519,2011
0740041,6.666666666666667,2011
0740042,6.31578947368421,2011
0740043,6.666666666666667,2011
0740571,5.333333333333333,2011
0740572,4.444444444444444,2011
0740573,6.666666666666667,2011
0746311,0.6944444444444445,2011
0746312,0.25641025641025644,2011
0746313,0.6666666666666666,2011
0749811,1.6666666666666667,2011
0749812,2.0000000000000004,2011
0749813,1.5999999999999999,2011
0753761,4.074074074074074,2011
0753762,4.743589743589744,2011
0753763,6,2011
0755041,3.6507936507936507,2011
0755042,5.555555555555556,2011
0755043,5.9259259259259265,2011
0782331,1.7333333333333334,2011
0782332,2.0689655172413794,2011
0782333,3.4444444444444446,2011
0896761,1.5789473684210524,2011
0896762,3.58974358974359,2011
0896763,3.6666666666666665,2011
0940041,6.363636363636364,2011
0940042,7.121212121212121,2011
0940043,6.666666666666667,2011
1017911,0,2011
1017912,0.7999999999999999,2011
1017913,0,2011
1040041,6.8181818181818175,2011
1040042,6.904761904761905,2011
1040043,6.666666666666667,2011
1051021,3.0630630630630633,2011
1051022,1.9166666666666667,2011
1051023,4.166666666666667,2011
1053811,5.777777777777779,2011
1053812,1.3095238095238095,2011
1053813,2.435897435897436,2011
1082061,0.7692307692307693,2011
1082062,3.2098765432098766,2011
1082063,2.9885057471264367,2011
1082591,3.1372549019607843,2011
1082592,3.4090909090909087,2011
1082593,4.166666666666667,2011
1101311,6.111111111111111,2011
1101312,5.964912280701754,2011
1101313,5.5555555555555545,2011
1111541,5.686274509803922,2011
1111542,0.9722222222222223,2011
1111543,5.185185185185185,2011
1127441,6.491228070175438,2011
1127442,3.3333333333333335,2011
1127443,4.166666666666667,2011
1146041,4.444444444444444,2011
1146042,5.614035087719298,2011
1146043,9.583333333333334,2011
1160061,1.7368421052631577,2011
1160062,2.5,2011
1160063,1.5873015873015872,2011
1174891,6.0256410256410255,2011
1174892,5.714285714285714,2011
1174893,4.861111111111112,2011
1182761,0.8333333333333334,2011
1182762,1.9230769230769227,2011
1182763,1.7204301075268817,2011
1224901,4.305555555555556,2011
1224902,3.508771929824561,2011
1224903,5.256410256410256,2011
1240991,3.1666666666666665,2011
1240992,2.6086956521739126,2011
1240993,2.6388888888888893,2011
1340041,6.666666666666667,2011
1340042,6.666666666666667,2011
1340043,6.666666666666667,2011
1349021,1.2698412698412698,2011
1349022,3.5,2011
1349023,2.4,2011
1355591,2.9761904761904763,2011
1355592,3,2011
1355593,1.8390804597701151,2011
1382021,3.205128205128205,2011
1382022,3.3333333333333335,2011
1382023,3.75,2011
1411541,0.15873015873015872,2011
1411542,4.222222222222222,2011
1411543,0,2011
1424031,0.7017543859649122,2011
1424032,0,2011
1424033,0,2011
1440161,6.825396825396825,2011
1440162,6.825396825396825,2011
1440163,6.666666666666667,2011
1455281,6.666666666666667,2011
1455282,6.666666666666667,2011
1455283,6.666666666666667,2011
1504781,4.027777777777779,2011
1504782,3.75,2011
1504783,3.7037037037037037,2011
1511561,6.666666666666667,2011
1511562,5,2011
1511563,6.666666666666667,2011
1538591,4.4444444444444455,2011
1538592,3.508771929824561,2011
1538593,5.128205128205129,2011
1540441,4.895833333333333,2011
1540442,4.492753623188405,2011
1540443,4.444444444444444,2011
1540581,6.666666666666667,2011
1540583,6.31578947368421,2011
1546281,1.9607843137254903,2011
1546282,3.6363636363636362,2011
1546283,5.732323232323232,2011
1546311,3.0208333333333335,2011
1546312,3.076923076923077,2011
1546313,3.3333333333333335,2011
1546761,4.0740740740740735,2011
1546762,4.166666666666667,2011
1546763,3.076923076923077,2011
1556761,1.5942028985507246,2011
1556762,3.6666666666666665,2011
1556763,3.571428571428571,2011
