communityID,urban_score_div,year
3301311,2,2011
3301312,2,2011
3301313,2,2011
3304041,3,2011
3304042,4,2011
3304043,2,2011
3340021,3,2011
3340022,4,2011
3340023,6,2011
3346311,4,2011
3346312,2,2011
3346313,3,2011
3360591,3,2011
3360592,2,2011
3360593,3,2011
3382311,3,2011
3382312,5,2011
3382313,2,2011
3452331,2,2011
3452332,2,2011
3452333,2,2011
3477631,4,2011
3477632,3,2011
3477633,4,2011
0101041,5,2013
0101042,7,2013
0101043,5,2013
0102061,3,2013
0102062,2,2013
0102063,3,2013
0102331,4,2013
0102332,6,2013
0102333,3,2013
0104461,5,2013
0104462,3,2013
0104463,2,2013
0104511,6,2013
0104512,6,2013
0104513,6,2013
0140311,3,2013
0140312,3,2013
0140313,4,2013
0140511,4,2013
0140512,6,2013
0140513,5,2013
0146431,2,2013
0146432,3,2013
0146433,2,2013
0182061,2,2013
0182062,2,2013
0182063,6,2013
0304761,6,2013
0304762,6,2013
0304763,6,2013
0311061,4,2013
0311062,4,2013
0311063,4,2013
0340431,3,2013
0340432,4,2013
0340433,3,2013
0346761,4,2013
0346762,3,2013
0346763,6,2013
0467461,5,2013
0467462,3,2013
0467463,3,2013
0516061,2,2013
0516062,2,2013
0516063,3,2013
0540541,2,2013
0540542,4,2013
0540543,3,2013
0542491,3,2013
0542492,4,2013
0542493,5,2013
0560431,2,2013
0560432,2,2013
0560433,7,2013
0560591,4,2013
0560592,2,2013
0560593,3,2013
0563021,4,2013
0563022,6,2013
0563023,3,2013
0563461,3,2013
0563462,4,2013
0563463,5,2013
0566041,2,2013
0566042,3,2013
0566043,4,2013
0574571,6,2013
0574572,2,2013
0574573,2,2013
0576331,5,2013
0576332,3,2013
0576333,4,2013
0582021,3,2013
0582022,3,2013
0582023,3,2013
0586591,2,2013
0586592,3,2013
0586593,3,2013
0604401,3,2013
0604402,2,2013
0604403,3,2013
0604811,2,2013
0604812,2,2013
0604813,2,2013
0640281,3,2013
0640282,4,2013
0640283,3,2013
0640331,4,2013
0640332,3,2013
0640333,3,2013
0646041,3,2013
0646042,5,2013
0646043,3,2013
0655461,3,2013
0655462,3,2013
0655463,3,2013
0724281,2,2013
0724282,3,2013
0724283,3,2013
0740021,2,2013
0740022,4,2013
0740023,2,2013
0740041,3,2013
0740042,3,2013
0740043,4,2013
0740571,4,2013
0740572,4,2013
0740573,4,2013
0746311,2,2013
0746312,3,2013
0746313,2,2013
0749811,2,2013
0749812,3,2013
0749813,4,2013
0753761,4,2013
0753762,4,2013
0753763,4,2013
0755041,3,2013
0755042,5,2013
0755043,1,2013
0782331,3,2013
0782332,3,2013
0782333,6,2013
0896761,4,2013
0896762,3,2013
0896763,4,2013
0940041,4,2013
0940042,4,2013
0940043,2,2013
1017911,3,2013
1017912,3,2013
1017913,5,2013
1040041,7,2013
1040042,5,2013
1040043,4,2013
1051021,7,2013
1051022,4,2013
1051023,4,2013
1053811,3,2013
1053812,4,2013
1053813,3,2013
1082061,5,2013
1082062,3,2013
1082063,3,2013
1082591,3,2013
1082592,5,2013
1082593,3,2013
1101311,7,2013
1101312,4,2013
1101313,7,2013
1111541,4,2013
1111542,3,2013
1111543,4,2013
1127441,4,2013
1127442,3,2013
1127443,6,2013
1146041,5,2013
1146042,4,2013
1146043,5,2013
1160061,3,2013
1160062,3,2013
1160063,3,2013
1174891,8,2013
1174892,3,2013
1174893,5,2013
1182761,2,2013
1182762,3,2013
1182763,2,2013
1224901,5,2013
1224902,4,2013
1224903,3,2013
1240991,3,2013
1240992,3,2013
1240993,3,2013
1340041,3,2013
1340042,NA,2013
1340043,3,2013
1349021,3,2013
1349022,4,2013
1349023,2,2013
1355591,2,2013
1355592,3,2013
1355593,3,2013
1382021,2,2013
1382022,3,2013
1382023,3,2013
1411541,4,2013
1411542,3,2013
1411543,3,2013
1424031,4,2013
1424032,3,2013
1424033,3,2013
1440161,4,2013
1440162,4,2013
1440163,2,2013
1455281,4,2013
1455282,3,2013
1455283,2,2013
1504781,4,2013
1504782,4,2013
1504783,4,2013
1511561,3,2013
1511562,1,2013
1511563,4,2013
1538591,3,2013
1538592,4,2013
1538593,6,2013
1540441,6,2013
1540442,3,2013
1540443,3,2013
1540581,4,2013
1540583,5,2013
1546281,3,2013
1546282,3,2013
1546283,3,2013
1546311,5,2013
1546312,3,2013
1546313,3,2013
1546761,4,2013
1546762,3,2013
1546763,3,2013
1556761,4,2013
1556762,3,2013
1556763,3,2013
1582311,3,2013
1582312,2,2013
1582313,4,2013
1582781,3,2013
1582782,3,2013
1582783,3,2013
1601041,4,2013
1601042,3,2013
1601043,4,2013
1611591,3,2013
1611592,3,2013
1611593,3,2013
1624311,4,2013
1624312,7,2013
1624313,4,2013
1660061,5,2013
1660062,7,2013
1660063,7,2013
1682311,3,2013
1682312,2,2013
1682313,6,2013
1711591,3,2013
1711592,3,2013
1711593,3,2013
1746431,3,2013
1746432,3,2013
1746433,3,2013
1755311,3,2013
1755312,2,2013
1755313,3,2013
1774021,4,2013
1774022,3,2013
1774023,3,2013
1840371,5,2013
1840372,4,2013
1840373,4,2013
1940371,3,2013
1940372,6,2013
1940373,6,2013
2001041,4,2013
2001042,4,2013
2001043,4,2013
2024541,5,2013
2024542,3,2013
2024543,4,2013
2040281,3,2013
2040282,3,2013
2040283,NA,2013
2049061,2,2013
2049062,2,2013
2049063,3,2013
2053041,6,2013
2053042,7,2013
2053043,4,2013
2074061,3,2013
2074062,3,2013
2074063,4,2013
2074281,3,2013
2074282,3,2013
2074283,3,2013
2111541,3,2013
2111542,3,2013
2111543,3,2013
2111761,2,2013
2111762,2,2013
2111763,4,2013
2124281,2,2013
2124282,7,2013
2124283,4,2013
2411161,4,2013
2411162,4,2013
2411163,3,2013
2427021,3,2013
2427022,2,2013
2427023,2,2013
2440561,4,2013
2440562,3,2013
2440563,5,2013
2446041,4,2013
2446042,3,2013
2446043,3,2013
2446761,3,2013
2446762,3,2013
2446763,3,2013
2616761,3,2013
2616762,2,2013
2616763,2,2013
2627281,3,2013
2627282,4,2013
2627283,3,2013
2653591,4,2013
2653592,5,2013
2653593,2,2013
2655761,3,2013
2655762,3,2013
2655763,3,2013
2660591,1,2013
2660592,2,2013
2660593,3,2013
2663061,5,2013
2663062,5,2013
2663063,5,2013
2686061,2,2013
2686062,4,2013
2686063,3,2013
2704021,3,2013
2704022,5,2013
2704023,3,2013
2718061,3,2013
2718062,3,2013
2718063,4,2013
2749511,3,2013
2749512,3,2013
2749513,2,2013
2755591,3,2013
2755592,3,2013
2755593,5,2013
2801541,7,2013
2801542,3,2013
2801543,3,2013
2811041,7,2013
2811042,3,2013
2811043,5,2013
2811161,3,2013
2811162,3,2013
2811163,4,2013
2855021,3,2013
2855022,3,2013
2855023,4,2013
2882511,3,2013
2882512,3,2013
2882513,3,2013
2916761,2,2013
2916762,3,2013
2916763,3,2013
2924581,3,2013
2924582,2,2013
2940281,4,2013
2940282,4,2013
2940283,4,2013
2940991,3,2013
2940992,5,2013
2940993,3,2013
2953311,2,2013
2953312,2,2013
2953313,3,2013
2960061,3,2013
2960062,3,2013
2960063,3,2013
2960811,3,2013
2960812,2,2013
2960813,2,2013
2963311,2,2013
2963312,2,2013
2963313,2,2013
2974391,4,2013
2974392,3,2013
2974393,2,2013
2982451,2,2013
2982452,3,2013
2982453,3,2013
2986311,2,2013
2986312,2,2013
2986313,3,2013
3201461,2,2013
3201462,2,2013
3201463,2,2013
3211161,4,2013
3211162,3,2013
3211163,3,2013
3211311,4,2013
3211312,3,2013
3211313,3,2013
3216591,2,2013
3216592,3,2013
3216593,2,2013
3240451,3,2013
3240452,3,2013
3240453,2,2013
3240781,4,2013
3240782,6,2013
3240783,3,2013
3246811,3,2013
3246812,4,2013
3246813,4,2013
3253061,3,2013
3253062,5,2013
3253063,3,2013
3255541,2,2013
3255542,2,2013
3255543,3,2013
3263461,3,2013
3263462,2,2013
3263463,2,2013
3263591,2,2013
3263592,4,2013
3263593,2,2013
3301021,4,2013
3301022,2,2013
3301023,2,2013
3301311,2,2013
3301312,3,2013
3301313,3,2013
3304041,4,2013
3304042,4,2013
3304043,4,2013
3340021,5,2013
3340022,5,2013
3340023,3,2013
3346311,3,2013
3346312,3,2013
3346313,5,2013
3360591,3,2013
3360592,4,2013
3360593,3,2013
3382311,3,2013
3382312,4,2013
3382313,3,2013
3452331,2,2013
3452332,3,2013
3452333,3,2013
3477631,6,2013
3477632,3,2013
3477633,6,2013
0101041,3,2015
0101042,3,2015
0101043,3,2015
0102061,4,2015
0102062,3,2015
0102063,4,2015
0102331,5,2015
0102332,3,2015
0102333,4,2015
0104461,4,2015
0104462,3,2015
0104463,3,2015
0104511,7,2015
0104512,3,2015
0104513,3,2015
0140311,4,2015
0140312,6,2015
0140313,8,2015
0140511,6,2015
0140512,6,2015
0140513,4,2015
0146431,3,2015
0146432,5,2015
0146433,3,2015
0182061,5,2015
0182062,5,2015
0182063,5,2015
0304761,3,2015
0304762,4,2015
0304763,3,2015
0311061,4,2015
0311062,3,2015
0311063,4,2015
0340431,4,2015
0340432,4,2015
0340433,3,2015
0346761,3,2015
0346762,3,2015
0346763,2,2015
0467461,4,2015
0467462,4,2015
0467463,3,2015
0516061,3,2015
0516062,2,2015
0516063,4,2015
0540541,3,2015
0540542,4,2015
0540543,4,2015
0542491,3,2015
0542492,3,2015
0542493,4,2015
0560431,2,2015
0560432,3,2015
0560433,3,2015
0560591,4,2015
0560592,3,2015
0560593,3,2015
0563021,3,2015
0563022,5,2015
0563023,3,2015
0563461,3,2015
0563462,3,2015
0563463,4,2015
0566041,3,2015
0566042,3,2015
0566043,3,2015
0574571,3,2015
0574572,4,2015
0574573,2,2015
0576331,4,2015
0576332,4,2015
0576333,4,2015
0582021,3,2015
0582022,4,2015
0582023,3,2015
0586591,3,2015
0586592,2,2015
0586593,3,2015
0604401,3,2015
0604402,2,2015
0604403,3,2015
0604811,4,2015
0604812,5,2015
0604813,3,2015
0640281,4,2015
0640282,5,2015
0640283,3,2015
0640331,2,2015
0640332,2,2015
0640333,4,2015
0646041,4,2015
0646042,4,2015
0646043,5,2015
0655461,4,2015
0655462,3,2015
0655463,3,2015
0724281,4,2015
0724282,4,2015
0724283,5,2015
0740021,3,2015
0740022,3,2015
0740023,3,2015
0740041,5,2015
0740042,4,2015
0740043,4,2015
0740571,3,2015
0740572,4,2015
0740573,4,2015
0746311,3,2015
0746312,6,2015
0746313,4,2015
0749811,3,2015
0749812,7,2015
0749813,4,2015
0753761,8,2015
0753762,6,2015
0753763,5,2015
0755041,5,2015
0755042,5,2015
0755043,6,2015
0782331,3,2015
0782332,3,2015
0782333,5,2015
0896761,3,2015
0896762,4,2015
0896763,4,2015
0940041,3,2015
0940042,4,2015
0940043,5,2015
1017911,5,2015
1017912,4,2015
1017913,5,2015
1040041,8,2015
1040042,5,2015
1040043,4,2015
1051021,5,2015
1051022,4,2015
1051023,5,2015
1053811,4,2015
1053812,2,2015
1053813,3,2015
1082061,5,2015
1082062,4,2015
1082063,6,2015
1082591,6,2015
1082592,3,2015
1082593,3,2015
1101311,5,2015
1101312,4,2015
1101313,5,2015
1111541,3,2015
1111542,3,2015
1111543,4,2015
1127441,5,2015
1127442,7,2015
1127443,6,2015
1146041,4,2015
1146042,4,2015
1146043,4,2015
1160061,3,2015
1160062,3,2015
1160063,3,2015
1174891,7,2015
1174892,3,2015
1174893,3,2015
1182761,3,2015
1182762,4,2015
1182763,3,2015
1224901,6,2015
1224902,3,2015
1224903,3,2015
1240991,2,2015
1240992,4,2015
1240993,3,2015
1340041,4,2015
1340042,5,2015
1340043,3,2015
1349021,4,2015
1349022,3,2015
1349023,3,2015
1355591,2,2015
1355592,3,2015
1355593,3,2015
1382021,4,2015
1382022,4,2015
1382023,3,2015
1411541,3,2015
1411542,3,2015
1411543,3,2015
1424031,3,2015
1424032,4,2015
1424033,3,2015
1440161,5,2015
1440162,4,2015
1440163,3,2015
1455281,4,2015
1455282,5,2015
1455283,3,2015
1504781,4,2015
1504782,4,2015
1504783,4,2015
1511561,4,2015
1511562,NA,2015
1511563,5,2015
1538591,4,2015
1538592,4,2015
1538593,4,2015
1540441,4,2015
1540442,3,2015
1540443,3,2015
1540581,3,2015
1540582,2,2015
1540583,6,2015
1546281,4,2015
1546282,4,2015
1546283,3,2015
1546311,3,2015
1546312,4,2015
1546313,4,2015
1546761,4,2015
1546762,3,2015
1546763,4,2015
1556761,7,2015
1556762,6,2015
1556763,4,2015
1582311,3,2015
1582312,5,2015
1582313,4,2015
1582781,3,2015
1582782,3,2015
1582783,4,2015
1601041,4,2015
1601042,3,2015
1601043,5,2015
1611591,3,2015
1611592,3,2015
1611593,3,2015
1624311,4,2015
1624312,3,2015
1624313,4,2015
1660061,3,2015
1660062,3,2015
1660063,3,2015
1682311,3,2015
1682312,2,2015
1682313,4,2015
1711591,3,2015
1711592,4,2015
1711593,2,2015
1746431,6,2015
1746432,4,2015
1746433,6,2015
1755311,4,2015
1755312,3,2015
1755313,3,2015
1774021,6,2015
1774022,3,2015
1774023,3,2015
1840371,3,2015
1840372,3,2015
1840373,4,2015
1940371,3,2015
1940372,5,2015
1940373,4,2015
2001041,5,2015
2001042,3,2015
2001043,3,2015
2024541,7,2015
2024542,7,2015
2024543,5,2015
2040281,4,2015
2040282,4,2015
2040283,NA,2015
2049061,5,2015
2049062,3,2015
2049063,7,2015
2053041,4,2015
2053042,7,2015
2053043,5,2015
2074061,3,2015
2074062,4,2015
2074063,5,2015
2074281,4,2015
2074282,2,2015
2074283,4,2015
2111541,4,2015
2111542,3,2015
2111543,3,2015
2111761,3,2015
2111762,3,2015
2111763,4,2015
2124281,4,2015
2124282,4,2015
2124283,4,2015
2411161,4,2015
2411162,5,2015
2411163,4,2015
2427021,7,2015
2427022,5,2015
2427023,5,2015
2440561,3,2015
2440562,5,2015
2440563,6,2015
2446041,7,2015
2446042,6,2015
2446043,5,2015
2446761,4,2015
2446762,3,2015
2446763,3,2015
2616761,3,2015
2616762,4,2015
2616763,4,2015
2627281,4,2015
2627282,3,2015
2627283,3,2015
2653591,4,2015
2653592,3,2015
2653593,4,2015
2655761,5,2015
2655762,4,2015
2655763,3,2015
2660591,7,2015
2660592,4,2015
2660593,4,2015
2663061,4,2015
2663062,3,2015
2663063,4,2015
2686061,5,2015
2686062,6,2015
2686063,7,2015
2704021,3,2015
2704022,6,2015
2704023,5,2015
2718061,3,2015
2718062,4,2015
2718063,3,2015
2749511,6,2015
2749512,6,2015
2749513,3,2015
2755591,4,2015
2755592,3,2015
2755593,3,2015
2801541,3,2015
2801542,4,2015
2801543,3,2015
2811041,4,2015
2811042,3,2015
2811043,4,2015
2811161,3,2015
2811162,4,2015
2811163,4,2015
2855021,4,2015
2855022,3,2015
2855023,3,2015
2882511,4,2015
2882512,3,2015
2882513,3,2015
2916761,6,2015
2916762,2,2015
2916763,4,2015
2924581,3,2015
2924582,3,2015
2924583,6,2015
2940281,5,2015
2940282,6,2015
2940283,7,2015
2940991,3,2015
2940992,5,2015
2940993,5,2015
2953311,3,2015
2953312,2,2015
2953313,3,2015
2960061,3,2015
2960062,2,2015
2960063,5,2015
2960811,5,2015
2960812,3,2015
2960813,7,2015
2963311,3,2015
2963312,4,2015
2963313,3,2015
2974391,4,2015
2974392,2,2015
2974393,2,2015
2982451,3,2015
2982452,4,2015
2982453,3,2015
2986311,4,2015
2986312,3,2015
2986313,4,2015
3201461,3,2015
3201462,2,2015
3201463,3,2015
3211161,4,2015
3211162,4,2015
3211163,3,2015
3211311,7,2015
3211312,3,2015
3211313,3,2015
3216591,6,2015
3216592,6,2015
3216593,2,2015
3240451,4,2015
3240452,7,2015
3240453,3,2015
3240781,5,2015
3240782,NA,2015
3240783,4,2015
3246811,3,2015
3246812,4,2015
3246813,4,2015
3253061,2,2015
3253062,4,2015
3253063,2,2015
3255541,5,2015
3255542,3,2015
3255543,3,2015
3263461,3,2015
3263462,4,2015
3263463,6,2015
3263591,3,2015
3263592,4,2015
3263593,3,2015
3301021,6,2015
3301022,4,2015
3301023,3,2015
3301311,5,2015
3301312,2,2015
3301313,3,2015
3304041,4,2015
3304042,3,2015
3304043,4,2015
3340021,5,2015
3340022,3,2015
3340023,5,2015
3346311,4,2015
3346312,3,2015
3346313,3,2015
3360591,5,2015
3360592,4,2015
3360593,3,2015
3382311,3,2015
3382312,5,2015
3382313,4,2015
3452331,3,2015
3452332,4,2015
3452333,4,2015
3477631,4,2015
3477632,3,2015
3477633,5,2015
0101041,3,2018
0101042,4,2018
0101043,2,2018
0102061,3,2018
0102062,3,2018
0102063,4,2018
0102331,4,2018
0102332,3,2018
0102333,3,2018
0104461,3,2018
0104462,3,2018
0104463,2,2018
0104511,5,2018
0104512,3,2018
0104513,4,2018
0140311,4,2018
0140312,4,2018
0140313,5,2018
0140511,4,2018
0140512,4,2018
0140513,3,2018
0146431,4,2018
0146432,5,2018
0146433,3,2018
0182061,3,2018
0182062,3,2018
0182063,3,2018
0304761,4,2018
0304762,4,2018
0304763,3,2018
0311061,4,2018
0311062,3,2018
0311063,4,2018
0340431,4,2018
0340432,3,2018
0340433,5,2018
0346761,4,2018
0346762,3,2018
0346763,3,2018
0467461,3,2018
0467462,3,2018
0467463,3,2018
0516061,3,2018
0516062,3,2018
0516063,4,2018
0540541,3,2018
0540542,4,2018
0540543,4,2018
0542491,4,2018
0542492,3,2018
0542493,4,2018
0560431,3,2018
0560432,4,2018
0560433,3,2018
0560591,3,2018
0560592,3,2018
0560593,4,2018
0563021,4,2018
0563022,4,2018
0563023,3,2018
0563461,4,2018
0563462,4,2018
0563463,4,2018
0566041,3,2018
0566042,3,2018
0566043,4,2018
0574571,3,2018
0574572,3,2018
0574573,3,2018
0576331,4,2018
0576332,5,2018
0576333,6,2018
0582021,4,2018
0582022,3,2018
0582023,4,2018
0586591,3,2018
0586592,4,2018
0586593,3,2018
0604401,3,2018
0604402,3,2018
0604403,3,2018
0604811,3,2018
0604812,3,2018
0604813,4,2018
0640281,5,2018
0640282,4,2018
0640283,4,2018
0640331,2,2018
0640332,4,2018
0640333,4,2018
0646041,6,2018
0646042,4,2018
0646043,6,2018
0655461,6,2018
0655462,3,2018
0655463,3,2018
0724281,5,2018
0724282,4,2018
0724283,4,2018
0740021,3,2018
0740022,5,2018
0740023,4,2018
0740041,4,2018
0740042,5,2018
0740043,4,2018
0740571,4,2018
0740572,4,2018
0740573,5,2018
0746311,5,2018
0746312,3,2018
0746313,3,2018
0749811,2,2018
0749812,3,2018
0749813,4,2018
0753761,4,2018
0753762,4,2018
0753763,5,2018
0755041,4,2018
0755042,4,2018
0755043,3,2018
0782331,3,2018
0782332,3,2018
0782333,5,2018
0896761,3,2018
0896762,4,2018
0896763,4,2018
0940041,4,2018
0940042,5,2018
0940043,6,2018
1017911,5,2018
1017912,4,2018
1017913,4,2018
1040041,4,2018
1040042,6,2018
1040043,5,2018
1051021,5,2018
1051022,5,2018
1051023,5,2018
1053811,6,2018
1053812,4,2018
1053813,5,2018
1082061,4,2018
1082062,4,2018
1082063,4,2018
1082591,4,2018
1082592,4,2018
1082593,4,2018
1101311,4,2018
1101312,5,2018
1101313,4,2018
1111541,5,2018
1111542,3,2018
1111543,4,2018
1127441,5,2018
1127442,4,2018
1127443,4,2018
1146041,4,2018
1146042,4,2018
1146043,4,2018
1160061,3,2018
1160062,3,2018
1160063,3,2018
1174891,4,2018
1174892,5,2018
1174893,3,2018
1182761,3,2018
1182762,5,2018
1182763,4,2018
1224901,4,2018
1224902,2,2018
1224903,3,2018
1240991,5,2018
1240992,3,2018
1240993,3,2018
1340041,4,2018
1340042,4,2018
1340043,5,2018
1349021,4,2018
1349022,4,2018
1349023,3,2018
1355591,4,2018
1355592,4,2018
1355593,4,2018
1382021,3,2018
1382022,4,2018
1382023,3,2018
1411541,3,2018
1411542,4,2018
1411543,3,2018
1424031,3,2018
1424032,3,2018
1424033,4,2018
1440161,3,2018
1440162,4,2018
1440163,4,2018
1455281,3,2018
1455282,5,2018
1455283,4,2018
1504781,4,2018
1504782,5,2018
1504783,4,2018
1511561,4,2018
