communityID,year,urban_score_insr
1182762,2011,4.680851063829787
1182763,2011,4.035087719298246
1224901,2011,5.666666666666666
1224902,2011,7.5
1224903,2011,5.7558139534883725
1240991,2011,4.827586206896552
1240992,2011,4.871794871794871
1240993,2011,5.192307692307692
1340041,2011,10
1340042,2011,7.333333333333333
1340043,2011,9.100000000000001
1349021,2011,4.097222222222222
1349022,2011,4.354838709677419
1349023,2011,5.113636363636363
1355591,2011,4.886363636363636
1355592,2011,5
1355593,2011,4.772727272727273
1382021,2011,4.787234042553191
1382022,2011,4.855769230769231
1382023,2011,5
1411541,2011,4.5588235294117645
1411542,2011,6.666666666666665
1411543,2011,4.680851063829787
1424031,2011,5.138888888888888
1424032,2011,3.25
1424033,2011,5.750000000000001
1440161,2011,10
1440162,2011,9.411764705882353
1440163,2011,8.714285714285714
1455281,2011,6.875
1455282,2011,7.333333333333334
1455283,2011,7.500000000000001
1504781,2011,4.94047619047619
1504782,2011,5.277777777777778
1504783,2011,4.848484848484849
1511561,2011,5
1511562,2011,7.142857142857142
1511563,2011,7
1538591,2011,4.722222222222222
1538592,2011,4.705882352941177
1538593,2011,4.318181818181818
1540441,2011,4.722222222222222
1540442,2011,4.5
1540443,2011,4.767441860465117
1540581,2011,3.611111111111111
1540582,2011,0
1540583,2011,4.838709677419354
1546281,2011,4.655172413793104
1546282,2011,4.444444444444445
1546283,2011,4.411764705882353
1546311,2011,4.716981132075471
1546312,2011,4.8979591836734695
1546313,2011,4.444444444444445
1546761,2011,4.069767441860465
1546762,2011,4.705882352941177
1546763,2011,4.333333333333334
1556761,2011,4.594594594594595
1556762,2011,4.75
1556763,2011,5.208333333333332
1582311,2011,5
1582312,2011,5.760869565217392
1582313,2011,5
1582781,2011,5.263157894736842
1582782,2011,4.583333333333333
1582783,2011,5
1601041,2011,3.6170212765957444
1601042,2011,1.6216216216216217
1601043,2011,4.375
1611591,2011,4.8809523809523805
1611592,2011,4.787234042553192
1611593,2011,7.708333333333334
1624311,2011,9.333333333333334
1624312,2011,4.23076923076923
1624313,2011,8
1660061,2011,4.482758620689655
1660062,2011,4.871794871794871
1660063,2011,5
1682311,2011,4.622641509433962
1682312,2011,5.3125
1682313,2011,8.31081081081081
1711591,2011,4.615384615384616
1711592,2011,4.8
1711593,2011,4.625
1746431,2011,4.827586206896552
1746432,2011,4.888888888888888
1746433,2011,7.391304347826088
1755311,2011,7.5
1755312,2011,4.777777777777778
1755313,2011,5.217391304347826
1774021,2011,4.659090909090909
1774022,2011,4.6875
1774023,2011,4.791666666666666
1840371,2011,8.437499999999998
1840372,2011,7.222222222222222
1840373,2011,8.846153846153847
1940371,2011,5.330188679245284
1940372,2011,7.368421052631579
1940373,2011,4.653846153846154
2001041,2011,9.285714285714286
2001042,2011,7.954545454545454
2001043,2011,5
2024541,2011,4.795918367346939
2024542,2011,5.526315789473683
2024543,2011,5.119047619047619
2040281,2011,9.459459459459458
2040282,2011,8.571428571428571
2040283,2011,4
2049061,2011,5
2049062,2011,5.13157894736842
2049063,2011,4.878048780487805
2053041,2011,6.388888888888889
2053042,2011,6.730769230769232
2053043,2011,4.852941176470588
2074061,2011,4.406779661016949
2074062,2011,4.878048780487805
2074063,2011,5.394736842105264
2074281,2011,4.019607843137255
2074282,2011,4.651162790697675
2074283,2011,4.431818181818182
2111541,2011,8.382352941176471
2111542,2011,6.382978723404254
2111543,2011,5.09433962264151
2111761,2011,4.137931034482759
2111762,2011,3.9285714285714284
2111763,2011,4.954545454545455
2124281,2011,5.611111111111111
2124282,2011,7.027027027027026
2124283,2011,6.169354838709678
2411161,2011,9.67741935483871
2411162,2011,7.619047619047619
2411163,2011,8.382352941176471
2427021,2011,5
2427022,2011,5
2427023,2011,4.594594594594595
2440561,2011,8.181818181818182
2440562,2011,5.178571428571429
2440563,2011,5.142857142857142
2446041,2011,5.874999999999999
2446042,2011,4.705882352941177
2446043,2011,4.411764705882353
2446761,2011,4.883720930232558
2446762,2011,4.666666666666666
2446763,2011,4.716981132075471
2616761,2011,4.909090909090909
2616762,2011,5.7142857142857135
2616763,2011,5
2627281,2011,5
2627282,2011,4.45945945945946
2627283,2011,5
2653591,2011,4.953703703703704
2653592,2011,7.421875
2653593,2011,5
2655761,2011,5.394736842105264
2655762,2011,4.75
2655763,2011,4.5
2660591,2011,4.7388059701492535
2660592,2011,5.060975609756097
2660593,2011,4.833333333333333
2663061,2011,5.769230769230768
2663062,2011,5.125
2663063,2011,4.672131147540984
2686061,2011,5
2686062,2011,8.333333333333334
2686063,2011,5.277777777777778
2704021,2011,4.8979591836734695
2704022,2011,5
2704023,2011,5.490196078431373
2718061,2011,4.782608695652174
2718062,2011,7.999999999999999
2718063,2011,5
2749511,2011,4.672131147540983
2749512,2011,5.54054054054054
2749513,2011,5.181818181818182
2755591,2011,9.1463414634146325
2755592,2011,8.064516129032258
2755593,2011,7.727272727272727
2801541,2011,4.680851063829787
2801542,2011,4.871794871794871
2801543,2011,4.953703703703704
2811041,2011,9.090909090909092
2811042,2011,5.700000000000001
2811043,2011,7.551020408163264
2811161,2011,4.939024390243903
2811162,2011,5.121951219512195
2811163,2011,9.318181818181818
2855021,2011,4.75
2855022,2011,4.761904761904762
2855023,2011,6.379310344827587
2882511,2011,7.386363636363637
2882512,2011,5.227272727272727
2882513,2011,4.888888888888888
2916761,2011,4.891304347826087
2916762,2011,4.952830188679245
2916763,2011,5.054347826086957
2924581,2011,5.4
2924582,2011,5.147058823529411
2924583,2011,7.5
2940281,2011,5.523255813953489
2940282,2011,5.483870967741935
2940283,2011,7.17948717948718
2940991,2011,4.895833333333333
2940992,2011,5.333333333333333
2940993,2011,4.891304347826086
2953311,2011,4.305555555555555
2953312,2011,2.631578947368421
2953313,2011,4.999999999999999
2960061,2011,4.791666666666667
2960062,2011,4.754901960784314
2960063,2011,4.625
2960811,2011,5.211864406779661
2960812,2011,5.131578947368421
2960813,2011,4.741379310344827
2963311,2011,4.824561403508772
2963312,2011,4.696969696969697
2963313,2011,5.238095238095238
2974391,2011,5.397727272727273
2974392,2011,4.602272727272727
2974393,2011,4.736842105263158
2982451,2011,4.245283018867925
2982452,2011,5.526315789473683
2982453,2011,5
2986311,2011,4.871794871794871
2986312,2011,4.883720930232558
2986313,2011,5.098039215686275
3201461,2011,4.8936170212765955
3201462,2011,5.163043478260869
3201463,2011,4.903846153846154
3211161,2011,7.777777777777777
3211162,2011,9.130434782608695
3211163,2011,8.796296296296296
3211311,2011,7.592592592592592
3211312,2011,5.1020408163265305
3211313,2011,5
3216591,2011,5
3216592,2011,6.184210526315789
3216593,2011,5.491071428571428
3240451,2011,4.673913043478261
3240452,2011,4.7272727272727275
3240453,2011,5.3500000000000005
3240781,2011,8.181818181818182
3240782,2011,4.090909090909091
3240783,2011,9.473684210526315
3246811,2011,4.901960784313726
3246812,2011,4.404761904761905
3246813,2011,5.408163265306122
3253061,2011,4.042553191489361
3253062,2011,4.680851063829787
3253063,2011,4.363636363636364
3255541,2011,4.901960784313726
3255542,2011,4.903846153846154
3255543,2011,6.279069767441861
3263461,2011,4.891304347826087
3263462,2011,4.666666666666666
3263463,2011,4.6875
3263591,2011,5
3263592,2011,5
3263593,2011,4.714285714285714
3301021,2011,5.555555555555555
3301022,2011,4.186046511627907
3301023,2011,4.054054054054054
3301311,2011,5
3301312,2011,4.827586206896552
3301313,2011,5
3304041,2011,5
3304042,2011,4.782608695652174
3304043,2011,4.537037037037037
3340021,2011,4.528301886792453
3340022,2011,7.638888888888889
3340023,2011,4.6875
3346311,2011,4.791666666666667
3346312,2011,4.51219512195122
3346313,2011,5.833333333333334
3360591,2011,5.300000000000001
3360592,2011,5.212765957446809
3360593,2011,6.621621621621623
3382311,2011,9.473684210526315
3382312,2011,8.444444444444445
3382313,2011,4.404761904761905
3452331,2011,4.833333333333333
3452332,2011,4.537037037037037
3452333,2011,5.104166666666668
3477631,2011,4.230769230769232
3477632,2011,5
3477633,2011,4.473684210526315
0101041,2013,4.732142857142858
0101042,2013,7.5
0101043,2013,5
0102061,2013,5.3921568627450975
0102062,2013,4.999999999999999
0102063,2013,4.692982456140351
0102331,2013,5.125
0102332,2013,4.785714285714286
0102333,2013,5.175438596491229
0104461,2013,5.227272727272728
0104462,2013,5.204081632653061
0104463,2013,5.511363636363635
0104511,2013,6.000000000000001
0104512,2013,5.625
0104513,2013,5.583333333333334
0140311,2013,9.26829268292683
0140312,2013,5.227272727272727
0140313,2013,8.75
0140511,2013,5.441176470588235
0140512,2013,5
0140513,2013,5.256410256410256
0146431,2013,5
0146432,2013,5.7894736842105265
0146433,2013,5.172413793103448
0182061,2013,5
0182062,2013,5.121951219512195
0182063,2013,4.9
0304761,2013,4.953703703703704
0304762,2013,5.3125
0304763,2013,5.144230769230768
0311061,2013,4.767441860465116
0311062,2013,5.204081632653061
0311063,2013,4.7368421052631575
0340431,2013,5.161290322580645
0340432,2013,4.53125
0340433,2013,5.159574468085106
0346761,2013,4.545454545454545
0346762,2013,4.803921568627451
0346763,2013,5
0467461,2013,4.852941176470589
0467462,2013,5.089285714285715
0467463,2013,5
0516061,2013,4.848484848484849
0516062,2013,4.787234042553192
0516063,2013,5.116279069767442
0540541,2013,5.408163265306123
0540542,2013,5.233333333333333
0540543,2013,5.862068965517242
0542491,2013,4.761904761904762
0542492,2013,5.232558139534884
0542493,2013,6.75531914893617
0560431,2013,5
0560432,2013,5.044642857142857
0560433,2013,5.096153846153846
0560591,2013,5.285714285714286
0560592,2013,5.125
0560593,2013,5.357142857142857
0563021,2013,6.428571428571428
0563022,2013,5.568181818181818
0563023,2013,5
0563461,2013,5
0563462,2013,5.416666666666668
0563463,2013,7.741935483870966
0566041,2013,4.444444444444445
0566042,2013,5.238095238095238
0566043,2013,5.546875
0574571,2013,4.777777777777778
0574572,2013,4.695121951219512
0574573,2013,3.9999999999999996
0576331,2013,3.75
0576332,2013,4.482758620689655
0576333,2013,3.875
0582021,2013,6.666666666666666
0582022,2013,5.263157894736842
0582023,2013,5.232558139534884
0586591,2013,4.901960784313726
0586592,2013,9.074074074074074
0586593,2013,5
0604401,2013,5.0409836065573765
0604402,2013,4.886363636363636
0604403,2013,4.901960784313726
0604811,2013,4.0625
0604812,2013,5
0604813,2013,4.3023255813953485
0640281,2013,10
0640282,2013,9.615384615384615
0640283,2013,7.894736842105264
0640331,2013,5.459183673469388
0640332,2013,5.613207547169812
0640333,2013,4.836065573770492
0646041,2013,8.13953488372093
0646042,2013,6.634615384615385
0646043,2013,8.448275862068966
0655461,2013,4.855769230769232
0655462,2013,5.357142857142857
0655463,2013,5.188679245283019
0724281,2013,8.214285714285715
0724282,2013,10
0724283,2013,8.928571428571427
0740021,2013,4.596774193548387
0740022,2013,4.772727272727273
0740023,2013,4.999999999999999
0740041,2013,8.714285714285714
0740042,2013,9.09090909090909
0740043,2013,8.181818181818182
0740571,2013,7.678571428571428
0740572,2013,6.730769230769232
0740573,2013,6.969696969696971
0746311,2013,5.170454545454546
0746312,2013,4.772727272727273
0746313,2013,5.174418604651163
0749811,2013,4.545454545454545
0749812,2013,4.767441860465117
0749813,2013,4.710144927536232
0753761,2013,4.824561403508772
0753762,2013,5.219298245614036
0753763,2013,7.142857142857142
0755041,2013,8.157894736842104
0755042,2013,8.25
0755043,2013,10
0782331,2013,5.128205128205128
0782332,2013,4.787234042553191
0782333,2013,5.169491525423728
0896761,2013,5.080645161290322
0896762,2013,8.5
0896763,2013,7.352941176470588
0940041,2013,8.875
0940042,2013,7.5
0940043,2013,7.333333333333333
1017911,2013,4.7435897435897445
1017912,2013,5.588235294117647
1017913,2013,5
1040041,2013,7.424242424242424
1040042,2013,6.666666666666666
1040043,2013,6.630434782608696
1051021,2013,5.517241379310345
1051022,2013,7.241379310344827
1051023,2013,8.618421052631579
1053811,2013,6.730769230769232
1053812,2013,4.827586206896552
1053813,2013,5.09433962264151
1082061,2013,5.25
1082062,2013,4.351851851851852
1082063,2013,4.110169491525424
1082591,2013,4.8188405797101455
1082592,2013,5.747126436781609
1082593,2013,7.2388059701492535
1101311,2013,3.8636363636363633
1101312,2013,6.612903225806452
1101313,2013,6.44736842105263
1111541,2013,7.894736842105264
1111542,2013,4.444444444444445
1111543,2013,8.970588235294116
1127441,2013,8.257575757575758
1127442,2013,5.138888888888888
1127443,2013,5.459183673469388
1146041,2013,8.333333333333332
1146042,2013,9.5
1146043,2013,7.441860465116278
1160061,2013,4.666666666666666
1160062,2013,3.974358974358974
1160063,2013,4.934210526315789
1174891,2013,5.5
1174892,2013,5.294117647058823
1174893,2013,5.487804878048781
1182761,2013,5.555555555555555
1182762,2013,4.891304347826087
1182763,2013,4.444444444444445
1224901,2013,4.888888888888888
1224902,2013,5
1224903,2013,7.3
1240991,2013,5.25
1240992,2013,5.052083333333334
1240993,2013,5.347222222222222
1340041,2013,10
1340042,2013,10
1340043,2013,8.75
1349021,2013,5
1349022,2013,5.053191489361702
1349023,2013,4.777777777777778
1355591,2013,4.946808510638298
1355592,2013,5.135135135135135
1355593,2013,5
1382021,2013,5
1382022,2013,5.131578947368421
1382023,2013,5
1411541,2013,5.333333333333333
1411542,2013,8.90625
1411543,2013,4.603174603174603
1424031,2013,7.999999999999999
1424032,2013,5.555555555555555
1424033,2013,8.636363636363637
1440161,2013,10
1440162,2013,10
1440163,2013,9.310344827586208
1455281,2013,8.333333333333332
1455282,2013,9.807692307692308
1455283,2013,8.181818181818182
1504781,2013,6.25
1504782,2013,4.999999999999999
1504783,2013,5.666666666666666
1511561,2013,5
1511562,2013,6.666666666666666
1511563,2013,8.846153846153847
1538591,2013,4.615384615384615
1538592,2013,4.696969696969697
1538593,2013,5.7894736842105265
1540441,2013,5.1
1540442,2013,5.175438596491229
1540443,2013,5.336538461538462
1540581,2013,4.705882352941177
1540583,2013,6.640625
1546281,2013,3.9361702127659575
1546282,2013,4.999999999999999
1546283,2013,4.166666666666667
1546311,2013,4.90566037735849
1546312,2013,4.8979591836734695
1546313,2013,2.5
1546761,2013,4.868421052631579
1546762,2013,5
1546763,2013,4.305555555555555
1556761,2013,4.999999999999999
1556762,2013,4.791666666666667
1556763,2013,5.227272727272727
1582311,2013,5
1582312,2013,6
1582313,2013,4.7368421052631575
1582781,2013,5.882352941176471
1582782,2013,5.217391304347826
1582783,2013,5.32051282051282
1601041,2013,8.80952380952381
1601042,2013,8.676470588235293
1601043,2013,8
1611591,2013,4.871794871794871
1611592,2013,5
1611593,2013,8.181818181818182
1624311,2013,8.23529411764706
1624312,2013,4.7727272727272725
1624313,2013,8.94736842105263
1660061,2013,5.116279069767442
1660062,2013,5.476190476190476
1660063,2013,5.192307692307692
1682311,2013,4.019607843137255
1682312,2013,5
1682313,2013,8.629032258064516
1711591,2013,5.424528301886793
1711592,2013,5.471698113207547
1711593,2013,4.861111111111111
1746431,2013,5
1746432,2013,4.75609756097561
1746433,2013,7.8125
1755311,2013,6.976744186046512
1755312,2013,5.196078431372548
1755313,2013,5.408163265306123
1774021,2013,5.05
1774022,2013,5.1415094339622645
1774023,2013,5.204081632653061
1840371,2013,6.521739130434783
1840372,2013,4.75
1840373,2013,9.6875
1940371,2013,5.178571428571429
1940372,2013,8.333333333333334
1940373,2013,4.852941176470588
2001041,2013,8.620689655172413
2001042,2013,8.225806451612902
2001043,2013,4.772727272727273
2024541,2013,5.044642857142857
2024542,2013,5.872093023255813
2024543,2013,5.2439024390243905
2040281,2013,7.800000000000001
2040282,2013,10
2040283,2013,6.666666666666666
2049061,2013,5.104166666666666
2049062,2013,5.283018867924528
2049063,2013,5.113636363636363
2053041,2013,6.666666666666666
2053042,2013,6.11842105263158
2053043,2013,6.964285714285715
2074061,2013,4.655172413793103
2074062,2013,5.116279069767442
2074063,2013,7.708333333333334
2074281,2013,4.4565217391304355
2074282,2013,4.431818181818182
2074283,2013,5
2111541,2013,9.333333333333334
2111542,2013,7.395833333333334
2111543,2013,4.8076923076923075
2111761,2013,4.5
2111762,2013,4.9
2111763,2013,5.6000000000000005
2124281,2013,6.71875
2124282,2013,8.78048780487805
2124283,2013,6.780303030303029
2411161,2013,9.736842105263158
2411162,2013,6.333333333333333
2411163,2013,8.819444444444445
2427021,2013,4.791666666666667
2427022,2013,5
2427023,2013,4.594594594594595
2440561,2013,8.181818181818182
2440562,2013,5.666666666666666
2440563,2013,4.864864864864865
2446041,2013,7.596153846153847
2446042,2013,4.736842105263158
2446043,2013,4.622641509433962
2446761,2013,4.722222222222222
2446762,2013,4.245283018867924
2446763,2013,4.782608695652174
2616761,2013,5.188679245283019
2616762,2013,6.931818181818182
2616763,2013,4.75609756097561
2627281,2013,5
2627282,2013,4.945652173913044
2627283,2013,4.891304347826086
2653591,2013,4.732142857142858
2653592,2013,8.161764705882353
2653593,2013,5
2655761,2013,4.390243902439024
2655762,2013,5.9375
2655763,2013,4.827586206896552
2660591,2013,4.75
2660592,2013,5
2660593,2013,5.147058823529411
2663061,2013,6.2
2663062,2013,5
2663063,2013,5
2686061,2013,5
2686062,2013,7.999999999999999
2686063,2013,4.634146341463415
2704021,2013,4.8076923076923075
2704022,2013,4.868421052631579
2704023,2013,5.4
2718061,2013,4.888888888888888
2718062,2013,6.5625
2718063,2013,5.09090909090909
2749511,2013,5.081967213114754
2749512,2013,6.388888888888888
2749513,2013,4.909090909090909
2755591,2013,8.804347826086957
2755592,2013,8.5
2755593,2013,9.310344827586206
2801541,2013,4.545454545454545
2801542,2013,4.487179487179487
2801543,2013,5
2811041,2013,9.6
2811042,2013,6.458333333333334
2811043,2013,7.894736842105264
2811161,2013,4.565217391304348
2811162,2013,5.170454545454546
2811163,2013,10
2855021,2013,5.0925925925925934
2855022,2013,3.3552631578947367
2855023,2013,6.640625
2882511,2013,9.038461538461538
2882512,2013,5
2882513,2013,4.666666666666666
2916761,2013,5
2916762,2013,5.178571428571428
2916763,2013,4.666666666666666
2924581,2013,5.166666666666666
2924582,2013,4.861111111111112
2940281,2013,6.458333333333334
2940282,2013,7.653061224489796
2940283,2013,8.91891891891892
2940991,2013,5.25
2940992,2013,4.901960784313726
2940993,2013,4.782608695652174
2953311,2013,4.545454545454545
2953312,2013,4.928571428571428
2953313,2013,7.755102040816326
2960061,2013,5.405405405405405
2960062,2013,4.9107142857142865
2960063,2013,5
2960811,2013,4.924242424242424
2960812,2013,4.901960784313726
2960813,2013,5.061728395061729
2963311,2013,5
2963312,2013,5
2963313,2013,5.037878787878788
2974391,2013,8.725490196078432
2974392,2013,5.2631578947368425
2974393,2013,5.5
2982451,2013,4.705882352941177
2982452,2013,5.254237288135593
2982453,2013,4.8584905660377355
2986311,2013,4.431818181818182
2986312,2013,5
2986313,2013,5.108695652173912
3201461,2013,5.059523809523809
3201462,2013,5.2727272727272725
3201463,2013,5.1
3211161,2013,8.064516129032258
3211162,2013,9.166666666666668
3211163,2013,8.793103448275861
3211311,2013,6.111111111111111
3211312,2013,5.732758620689655
3211313,2013,4.903846153846153
3216591,2013,4.999999999999999
3216592,2013,8.02325581395349
3216593,2013,5.09090909090909
3240451,2013,5.212765957446809
3240452,2013,5.089285714285715
3240453,2013,5.517241379310345
3240781,2013,7.083333333333334
3240782,2013,5
3240783,2013,8.333333333333334
3246811,2013,5.098039215686275
3246812,2013,4.767441860465117
3246813,2013,5.833333333333334
3253061,2013,5
3253062,2013,5.108695652173914
3253063,2013,5.0925925925925934
3255541,2013,5
3255542,2013,4.901960784313726
3255543,2013,6.4
3263461,2013,4.744897959183674
3263462,2013,5
3263463,2013,4.705882352941177
3263591,2013,5.138888888888888
3263592,2013,5.416666666666666
3263593,2013,4.51219512195122
3301021,2013,6.92857142857143
3301022,2013,4.5
3301023,2013,5
3301311,2013,5
3301312,2013,4.827586206896552
3301313,2013,5
3304041,2013,5.833333333333334
3304042,2013,5.416666666666666
3304043,2013,4.915254237288135
3340021,2013,5.744680851063829
3340022,2013,7.666666666666666
3340023,2013,4.861111111111112
3346311,2013,4.886363636363636
3346312,2013,4.6875
3346313,2013,7.777777777777777
3360591,2013,5.288461538461538
3360592,2013,5.208333333333332
3360593,2013,8.472222222222221
3382311,2013,8.974358974358974
3382312,2013,8.796296296296296
3382313,2013,4.594594594594595
3452331,2013,4.8
3452332,2013,4.9107142857142865
3452333,2013,5.344827586206896
3477631,2013,4.655172413793103
3477632,2013,4.833333333333333
3477633,2013,7.499999999999999
0101041,2015,4.7272727272727275
0101042,2015,8.653846153846153
0101043,2015,5.330188679245284
0102061,2015,6.745283018867925
0102062,2015,5.300000000000001
0102063,2015,5
0102331,2015,5.403225806451612
0102332,2015,4.875
0102333,2015,5.307692307692307
0104461,2015,5
0104462,2015,5.161290322580645
0104463,2015,5.05
0104511,2015,4.0740740740740735
0104512,2015,4.705882352941177
0104513,2015,4.722222222222222
0140311,2015,9.09090909090909
0140312,2015,5.601851851851851
0140313,2015,7.619047619047619
0140511,2015,5.7558139534883725
0140512,2015,5.879629629629629
0140513,2015,4.186046511627906
0146431,2015,4.711538461538462
0146432,2015,5.723684210526315
0146433,2015,4.404761904761905
0182061,2015,4.53125
0182062,2015,4
0182063,2015,4.761904761904762
0304761,2015,5.424528301886793
0304762,2015,5.857142857142858
0304763,2015,5.286885245901639
0311061,2015,4.067796610169491
0311062,2015,4.9074074074074066
0311063,2015,4.398148148148148
0340431,2015,4.534883720930233
0340432,2015,5
0340433,2015,5
0346761,2015,4.166666666666666
0346762,2015,4.780701754385965
0346763,2015,4.565217391304348
0467461,2015,4.903846153846154
0467462,2015,5.753968253968253
0467463,2015,5.044642857142857
0516061,2015,5.147058823529412
0516062,2015,4.2924528301886795
0516063,2015,5.163043478260869
0540541,2015,5.458333333333334
0540542,2015,5.875
0540543,2015,5.441176470588235
0542491,2015,4.150943396226415
0542492,2015,4.6759259259259265
0542493,2015,5.961538461538462
0560431,2015,5
0560432,2015,4.8979591836734695
0560433,2015,5.096153846153846
0560591,2015,4.3589743589743595
0560592,2015,5.238095238095238
0560593,2015,5.294117647058823
0563021,2015,6.901408450704225
0563022,2015,7.3979591836734695
0563023,2015,5
0563461,2015,5
0563462,2015,5.486111111111112
0563463,2015,9.18918918918919
0566041,2015,4.769230769230769
0566042,2015,4.803921568627451
0566043,2015,5.78125
0574571,2015,4.591836734693877
0574572,2015,5.0625
0574573,2015,4.10958904109589
0576331,2015,3.1372549019607843
0576332,2015,3.5384615384615383
0576333,2015,4
0582021,2015,7.500000000000001
0582022,2015,4.800000000000001
0582023,2015,4.821428571428571
0586591,2015,5.319148936170213
0586592,2015,6.363636363636363
0586593,2015,4.75
0604401,2015,5
0604402,2015,5
0604403,2015,5.271739130434783
0604811,2015,4.322033898305085
0604812,2015,5.131578947368421
0604813,2015,4.754901960784314
0640281,2015,7.777777777777778
0640282,2015,9.03225806451613
0640283,2015,8.666666666666668
0640331,2015,5
0640332,2015,5.758928571428572
0640333,2015,4.522058823529412
0646041,2015,8.674242424242424
0646042,2015,8.043478260869565
0646043,2015,6.923076923076923
0655461,2015,5
0655462,2015,5.648148148148148
0655463,2015,4.703389830508475
0724281,2015,8.428571428571427
0724282,2015,7.0394736842105265
0724283,2015,8.372093023255815
0740021,2015,5.285714285714286
0740022,2015,4.032258064516129
