year,communityID,urban_score_sani
2011,0782331,1.9
2011,0782332,1.7241379310344829
2011,0782333,5.166666666666666
2011,0896761,1.1842105263157894
2011,0896762,3.076923076923077
2011,0896763,4
2011,0940041,4.318181818181818
2011,0940042,9.65909090909091
2011,0940043,10
2011,1017911,0
2011,1017912,0.6
2011,1017913,0
2011,1040041,8.295454545454547
2011,1040042,7.678571428571428
2011,1040043,8.823529411764707
2011,1051021,2.8378378378378377
2011,1051022,2.1875
2011,1051023,5.729166666666668
2011,1053811,8.333333333333334
2011,1053812,1.3392857142857142
2011,1053813,2.5961538461538463
2011,1082061,0.7692307692307693
2011,1082062,2.4074074074074074
2011,1082063,2.2413793103448274
2011,1082591,2.426470588235294
2011,1082592,2.6704545454545454
2011,1082593,3.671875
2011,1101311,7.083333333333334
2011,1101312,7.63157894736842
2011,1101313,7.291666666666666
2011,1111541,7.7941176470588225
2011,1111542,2.5625
2011,1111543,5.1307189542483655
2011,1127441,9.342105263157896
2011,1127442,5.5357142857142865
2011,1127443,5.520833333333332
2011,1146041,7.222222222222222
2011,1146042,8.421052631578947
2011,1146043,5
2011,1160061,3.8026315789473686
2011,1160062,2.708333333333333
2011,1160063,4.0476190476190474
2011,1174891,9.51923076923077
2011,1174892,7.678571428571428
2011,1174893,7.8125
2011,1182761,2.2916666666666665
2011,1182762,2.307692307692308
2011,1182763,2.4193548387096775
2011,1224901,6.145833333333334
2011,1224902,3.1578947368421053
2011,1224903,7.211538461538462
2011,1240991,3.25
2011,1240992,2.608695652173913
2011,1240993,3.4375
2011,1340041,8.333333333333332
2011,1340042,9.545454545454547
2011,1340043,8.823529411764707
2011,1349021,0.9523809523809523
2011,1349022,2.625
2011,1349023,2.8000000000000003
2011,1355591,2.3214285714285716
2011,1355592,2.25
2011,1355593,1.6379310344827585
2011,1382021,3.365384615384616
2011,1382022,3.4259259259259256
2011,1382023,3.90625
2011,1411541,0.8333333333333333
2011,1411542,2.833333333333333
2011,1411543,0.4
2011,1424031,0.5263157894736842
2011,1424032,0
2011,1424033,0
2011,1440161,7.5
2011,1440162,9.166666666666666
2011,1440163,8.91304347826087
2011,1455281,7.5
2011,1455282,9.444444444444445
2011,1455283,6.818181818181818
2011,1504781,8.4375
2011,1504782,8.125
2011,1504783,7.222222222222222
2011,1511561,8.333333333333332
2011,1511562,8.75
2011,1511563,9.444444444444445
2011,1538591,7.777777777777777
2011,1538592,9.473684210526317
2011,1538593,5.384615384615385
2011,1540441,5.546875
2011,1540442,5.543478260869565
2011,1540443,8.125
2011,1540581,10
2011,1540583,9.736842105263158
2011,1546281,3.235294117647059
2011,1546282,4.090909090909091
2011,1546283,4.753787878787879
2011,1546311,4.921875
2011,1546312,5.576923076923077
2011,1546313,9
2011,1546761,6.666666666666668
2011,1546762,4.375
2011,1546763,4.615384615384616
2011,1556761,4.347826086956522
2011,1556762,5.25
2011,1556763,6.428571428571428
2011,1582311,8.636363636363637
2011,1582312,8.928571428571427
2011,1582313,4.2105263157894735
2011,1582781,5.6521739130434785
2011,1582782,6.923076923076923
2011,1582783,8.181818181818182
2011,1601041,6.612903225806451
2011,1601042,7.155172413793104
2011,1601043,7
2011,1611591,2.1875
2011,1611592,1.2
2011,1611593,6.428571428571428
2011,1624311,7.045454545454545
2011,1624312,3.7962962962962967
2011,1624313,5
2011,1660061,1.4705882352941178
2011,1660062,2.0454545454545454
2011,1660063,1.6666666666666665
2011,1682311,0.5172413793103449
2011,1682312,0.9615384615384616
2011,1682313,8.421052631578947
2011,1711591,0.3448275862068966
2011,1711592,0
2011,1711593,0
2011,1746431,0.8333333333333333
2011,1746432,1.206896551724138
2011,1746433,7.5
2011,1755311,9.473684210526317
2011,1755312,3.9999999999999996
2011,1755313,2.692307692307692
2011,1774021,3.557692307692308
2011,1774022,3.103448275862069
2011,1774023,2.6
2011,1840371,9.642857142857142
2011,1840372,10
2011,1840373,10
2011,1940371,3.306878306878307
2011,1940372,10
2011,1940373,6.052631578947368
2011,2001041,10
2011,2001042,10
2011,2001043,7.625
2011,2024541,6.111111111111111
2011,2024542,6.499999999999999
2011,2024543,6.590909090909091
2011,2040281,10
2011,2040282,8.823529411764707
2011,2040283,5
2011,2049061,5.1
2011,2049062,3.5576923076923075
2011,2049063,6.400000000000001
2011,2053041,10
2011,2053042,9.5
2011,2053043,7.291666666666666
2011,2074061,3.5294117647058822
2011,2074062,6.875
2011,2074063,9.5
2011,2074281,6.385467980295568
2011,2074282,7.608695652173914
2011,2074283,7.1
2011,2111541,5.7894736842105265
2011,2111542,0
2011,2111543,0.625
2011,2111761,1.5
2011,2111762,1.0869565217391304
2011,2111763,1.3392857142857142
2011,2124281,0.43478260869565216
2011,2124282,9.875
2011,2124283,1.8382352941176472
2011,2411161,8.235294117647058
2011,2411162,9.423076923076923
2011,2411163,10
2011,2427021,0.9482758620689655
2011,2427022,1.7241379310344829
2011,2427023,3.7500000000000004
2011,2440561,8.75
2011,2440562,8.823529411764707
2011,2440563,8.636363636363637
2011,2446041,7.625
2011,2446042,7.083333333333334
2011,2446043,2.672413793103448
2011,2446761,2.9000000000000004
2011,2446762,4.615384615384616
2011,2446763,4.663825757575758
2011,2616761,1.4166666666666665
2011,2616762,2.7355072463768115
2011,2616763,0.20833333333333331
2011,2627281,3.8888888888888884
2011,2627282,4.999999999999999
2011,2627283,4.791666666666667
2011,2653591,2.706896551724138
2011,2653592,8.125
2011,2653593,2.916666666666666
2011,2655761,5.238095238095238
2011,2655762,7.272727272727273
2011,2655763,4.861111111111111
2011,2660591,4.027777777777778
2011,2660592,3.645833333333333
2011,2660593,1.0294117647058822
2011,2663061,8.571428571428571
2011,2663062,3.2608695652173916
2011,2663063,2.9411764705882355
2011,2686061,4.112903225806451
2011,2686062,10
2011,2686063,5
2011,2704021,3.333333333333333
2011,2704022,5.754716981132075
2011,2704023,3.8888888888888884
2011,2718061,1.3392857142857142
2011,2718062,7.727272727272727
2011,2718063,2.3214285714285716
2011,2749511,2.3484848484848486
2011,2749512,7.5
2011,2749513,3.706896551724138
2011,2755591,5
2011,2755592,9.583333333333332
2011,2755593,7.884615384615385
2011,2801541,3.055555555555556
2011,2801542,3.333333333333333
2011,2801543,2.083333333333333
2011,2811041,7.777777777777778
2011,2811042,8.666666666666668
2011,2811043,10
2011,2811161,3.1818181818181817
2011,2811162,7.065217391304348
2011,2811163,7.884615384615385
2011,2855021,1.6129032258064515
2011,2855022,1.9318181818181817
2011,2855023,6.166666666666667
2011,2882511,6.363636363636363
2011,2882512,4.9603174603174605
2011,2882513,1.5178571428571428
2011,2916761,1.6666666666666665
2011,2916762,1.75
2011,2916763,2.596153846153846
2011,2924581,9.375
2011,2924582,5.657894736842105
2011,2924583,10
2011,2940281,9.23913043478261
2011,2940282,10
2011,2940283,8.636363636363637
2011,2940991,5.384615384615385
2011,2940992,6.5
2011,2940993,4.326923076923077
2011,2953311,1.5217391304347827
2011,2953312,3.6363636363636367
2011,2953313,5.138888888888889
2011,2960061,7.5
2011,2960062,5
2011,2960063,4.456521739130435
2011,2960811,0
2011,2960812,0.7142857142857142
2011,2960813,1.25
2011,2963311,3.359375
2011,2963312,4.444444444444445
2011,2963313,3.5
2011,2974391,10
2011,2974392,6.25
2011,2974393,5.78125
2011,2982451,4.416666666666666
2011,2982452,7.338709677419355
2011,2982453,3.9814814814814814
2011,2986311,2.5
2011,2986312,3
2011,2986313,4.2592592592592595
2011,3201461,2.8703703703703702
2011,3201462,2.685185185185185
2011,3201463,3.362068965517241
2011,3211161,9.6875
2011,3211162,9.285714285714286
2011,3211163,9.666666666666666
2011,3211311,9.21875
2011,3211312,5.925925925925926
2011,3211313,5.178571428571428
2011,3216591,5.4
2011,3216592,9
2011,3216593,4.833333333333333
2011,3240451,4.107142857142857
2011,3240452,4.666666666666667
2011,3240453,8.397435897435898
2011,3240781,10
2011,3240782,8.571428571428573
2011,3240783,9.545454545454547
2011,3246811,2.413793103448276
2011,3246812,1.4583333333333335
2011,3246813,3.4259259259259256
2011,3253061,3.846153846153846
2011,3253062,2.796153846153846
2011,3253063,1.9827586206896552
2011,3255541,4.196428571428571
2011,3255542,5.0892857142857135
2011,3255543,5.865384615384616
2011,3263461,3.653846153846154
2011,3263462,2.9347826086956523
2011,3263463,2.4999999999999996
2011,3263591,2.2916666666666665
2011,3263592,5.340909090909091
2011,3263593,2.4999999999999996
2011,3301021,8.375
2011,3301022,2.608695652173913
2011,3301023,1.9047619047619047
2011,3301311,2.261904761904762
2011,3301312,1.3235294117647058
2011,3301313,2.708333333333333
2011,3304041,8.75
2011,3304042,8.75
2011,3304043,7.241379310344827
2011,3340021,6.8965517241379315
2011,3340022,9.583333333333332
2011,3340023,4.027777777777778
2011,3346311,5.625
2011,3346312,5.291501976284585
2011,3346313,5
2011,3360591,3.333333333333333
2011,3360592,5.0925925925925934
2011,3360593,3.0952380952380953
2011,3382311,8.80952380952381
2011,3382312,8.557692307692308
2011,3382313,3.7445887445887442
2011,3452331,1.1363636363636362
2011,3452332,0.46875
2011,3452333,4.666666666666667
2011,3477631,1.5625
2011,3477632,2.5
2011,3477633,7.5
2013,0101041,4.25
2013,0101042,8.100000000000001
2013,0101043,5.546875
2013,0102061,3.2499999999999996
2013,0102062,3.5185185185185186
2013,0102063,3.828125
2013,0102331,5
2013,0102332,3.75
2013,0102333,4.375
2013,0104461,5.681818181818182
2013,0104462,4.907407407407407
2013,0104463,2.7777777777777777
2013,0104511,2.4999999999999996
2013,0104512,1.9642857142857144
2013,0104513,1.7500000000000002
2013,0140311,10
2013,0140312,6.923076923076923
2013,0140313,10
2013,0140511,4.3181818181818175
2013,0140512,6.7592592592592595
2013,0140513,5.340909090909091
2013,0146431,7.1
2013,0146432,6.477272727272727
2013,0146433,4.166666666666667
2013,0182061,4.166666666666666
2013,0182062,4.6000000000000005
2013,0182063,4.375
2013,0304761,5.96774193548387
2013,0304762,10
2013,0304763,6.428571428571428
2013,0311061,7.291666666666666
2013,0311062,7.857142857142857
2013,0311063,9.347826086956522
2013,0340431,4.078947368421052
2013,0340432,6.7105263157894735
2013,0340433,7.142857142857142
2013,0346761,4.625
2013,0346762,6.607142857142857
2013,0346763,4.814814814814815
2013,0467461,1.171875
2013,0467462,1.328125
2013,0467463,2.083333333333333
2013,0516061,3.695652173913043
2013,0516062,5.178571428571429
2013,0516063,4.51923076923077
2013,0540541,6.0576923076923075
2013,0540542,9.318181818181818
2013,0540543,5.571428571428571
2013,0542491,5.4
2013,0542492,6.018518518518519
2013,0542493,6.538461538461538
2013,0560431,3.076923076923077
2013,0560432,3.1451612903225805
2013,0560433,5.862068965517242
2013,0560591,5.6818181818181825
2013,0560592,6.3
2013,0560593,5.7894736842105265
2013,0563021,8.203125
2013,0563022,6.799999999999999
2013,0563023,5.673076923076923
2013,0563461,5.75
2013,0563462,6.375
2013,0563463,10
2013,0566041,4.078947368421052
2013,0566042,3.645833333333333
2013,0566043,5.357142857142857
2013,0574571,5.625
2013,0574572,4.5
2013,0574573,3.4722222222222223
2013,0576331,2.631578947368421
2013,0576332,2.8125
2013,0576333,3.0357142857142856
2013,0582021,8.020833333333334
2013,0582022,6.477272727272727
2013,0582023,5.555555555555555
2013,0586591,3.7037037037037033
2013,0586592,9.53125
2013,0586593,5.859375
2013,0604401,3.4982174688057044
2013,0604402,2.0652173913043477
2013,0604403,4.333333333333334
2013,0604811,3.1756756756756754
2013,0604812,4.102564102564102
2013,0604813,3.3999999999999995
2013,0640281,10
2013,0640282,9.264705882352942
2013,0640283,9.166666666666668
2013,0640331,2.3214285714285716
2013,0640332,9.5
2013,0640333,4.671052631578948
2013,0646041,5.800000000000001
2013,0646042,8.928571428571427
2013,0646043,8.75
2013,0655461,1.2037037037037037
2013,0655462,1.7391304347826086
2013,0655463,1.6129032258064515
2013,0724281,4
2013,0724282,3.382352941176471
2013,0724283,5.681818181818182
2013,0740021,7.777777777777778
2013,0740022,3.541666666666667
2013,0740023,5.5
2013,0740041,9.642857142857142
2013,0740042,9.875
2013,0740043,10
2013,0740571,9.166666666666666
2013,0740572,4.642857142857143
2013,0740573,9.761904761904761
2013,0746311,3.229166666666666
2013,0746312,4.423076923076923
2013,0746313,2.5
2013,0749811,2.4038461538461537
2013,0749812,5.4
2013,0749813,5.197368421052632
2013,0753761,8.455882352941176
2013,0753762,7.421875
2013,0753763,9.166666666666668
2013,0755041,6.375
2013,0755042,9.166666666666668
2013,0755043,8.125
2013,0782331,3.804347826086956
2013,0782332,3.1517094017094016
2013,0782333,6.0606060606060606
2013,0896761,4.166666666666666
2013,0896762,4.021739130434783
2013,0896763,6.842105263157895
2013,0940041,5.6521739130434785
2013,0940042,9.375
2013,0940043,9.444444444444445
2013,1017911,0.4545454545454546
2013,1017912,0.8333333333333333
2013,1017913,0
2013,1040041,8.333333333333332
2013,1040042,8.88888888888889
2013,1040043,8.461538461538462
2013,1051021,2.2857142857142856
2013,1051022,5
2013,1051023,7.375
2013,1053811,8
2013,1053812,0.8064516129032258
2013,1053813,1.8103448275862069
2013,1082061,1.171875
2013,1082062,1.8548387096774195
2013,1082063,0.967741935483871
2013,1082591,1.3157894736842104
2013,1082592,1.25
2013,1082593,4.441632928475033
2013,1101311,7.3
2013,1101312,8.235294117647058
2013,1101313,8.095238095238095
2013,1111541,8.181818181818182
2013,1111542,4.72972972972973
2013,1111543,5.909090909090908
2013,1127441,9.722222222222221
2013,1127442,8.660714285714286
2013,1127443,5.384615384615384
2013,1146041,8
2013,1146042,8.055555555555555
2013,1146043,6.111111111111111
2013,1160061,5
2013,1160062,3.4375
2013,1160063,5.238095238095238
2013,1174891,8.636363636363637
2013,1174892,8.035714285714286
2013,1174893,9.038461538461538
2013,1182761,4.473684210526316
2013,1182762,5.5
2013,1182763,4.482758620689655
2013,1224901,6.458333333333332
2013,1224902,7.083333333333332
2013,1224903,7.586206896551724
2013,1240991,4.615384615384616
2013,1240992,3.839285714285714
2013,1240993,5
2013,1340041,8
2013,1340042,10
2013,1340043,8.81578947368421
2013,1349021,3.0434782608695654
2013,1349022,3.5714285714285716
2013,1349023,4.423076923076923
2013,1355591,2.672413793103448
2013,1355592,3.0434782608695654
2013,1355593,2.4038461538461537
2013,1382021,3.225806451612903
2013,1382022,3.28125
2013,1382023,3.8970588235294117
2013,1411541,1.2000000000000002
2013,1411542,4.7368421052631575
2013,1411543,0.6060606060606061
2013,1424031,1.442307692307692
2013,1424032,0.5882352941176471
2013,1424033,1.153846153846154
2013,1440161,8.125
2013,1440162,9.285714285714286
2013,1440163,9.305555555555555
2013,1455281,8.88888888888889
2013,1455282,9.375
2013,1455283,7.272727272727273
2013,1504781,7.954545454545454
2013,1504782,7.96875
2013,1504783,7.34375
2013,1511561,10
2013,1511562,10
2013,1511563,10
2013,1538591,8.667582417582418
2013,1538592,8.970588235294116
2013,1538593,9.545454545454547
2013,1540441,6.551724137931034
2013,1540442,6.451612903225806
2013,1540443,8.25
2013,1540581,10
2013,1540583,8.81578947368421
2013,1546281,6.923076923076923
2013,1546282,5.46875
2013,1546283,4.090909090909091
2013,1546311,6.328125
2013,1546312,6.923076923076923
2013,1546313,8.5
2013,1546761,6.5625
2013,1546762,5.375
2013,1546763,5.340909090909091
2013,1556761,7.361111111111112
2013,1556762,8.214285714285714
2013,1556763,8.571428571428573
2013,1582311,7.142857142857142
2013,1582312,8.214285714285714
2013,1582313,1.6249999999999998
2013,1582781,5.238095238095237
2013,1582782,6.166666666666667
2013,1582783,6.363636363636363
2013,1601041,7.5925925925925934
2013,1601042,7.380952380952381
2013,1601043,8.095238095238095
2013,1611591,1.847826086956522
2013,1611592,3.1521739130434776
2013,1611593,7.5
2013,1624311,8.055555555555555
2013,1624312,3.103448275862069
2013,1624313,9.5
2013,1660061,0.5208333333333334
2013,1660062,0.8695652173913043
2013,1660063,2.5
2013,1682311,2.5892857142857144
2013,1682312,3.076923076923077
2013,1682313,8.382352941176471
2013,1711591,1.532258064516129
2013,1711592,1.9396551724137931
2013,1711593,1.5476190476190474
2013,1746431,0.3125
2013,1746432,2.1296296296296298
2013,1746433,5.5
2013,1755311,9.431818181818182
2013,1755312,5
2013,1755313,6.018518518518519
2013,1774021,2.661290322580645
2013,1774022,3.4375
2013,1774023,2.3
2013,1840371,9.615384615384615
2013,1840372,10
2013,1840373,10
2013,1940371,4.224137931034483
2013,1940372,10
2013,1940373,7.08994708994709
2013,2001041,9.333333333333334
2013,2001042,9.833333333333334
2013,2001043,8
2013,2024541,7.661290322580645
2013,2024542,7.391304347826086
2013,2024543,6.444805194805195
2013,2040281,10
2013,2040282,9.666666666666666
2013,2040283,10
2013,2049061,5.648148148148149
2013,2049062,4.375
2013,2049063,6.923076923076923
2013,2053041,10
2013,2053042,9.021739130434783
2013,2053043,8.943014705882353
2013,2074061,4.545454545454545
2013,2074062,7.307692307692308
2013,2074063,9.807692307692308
2013,2074281,6.538461538461538
2013,2074282,8.541666666666668
2013,2074283,7.1875
2013,2111541,7.777777777777778
2013,2111542,1.25
2013,2111543,3.275862068965517
2013,2111761,0.24193548387096775
2013,2111762,2.738095238095238
2013,2111763,3.055555555555556
2013,2124281,6.323529411764706
2013,2124282,8.181818181818182
2013,2124283,3.680555555555556
2013,2411161,9.880952380952381
2013,2411162,9.705882352941176
2013,2411163,10
2013,2427021,4.274193548387097
2013,2427022,4.006410256410256
2013,2427023,5.928030303030303
2013,2440561,9.230769230769232
2013,2440562,9.583333333333332
2013,2440563,8.75
2013,2446041,8.26388888888889
2013,2446042,7.348484848484849
2013,2446043,5
2013,2446761,5.37037037037037
2013,2446762,4.5
2013,2446763,5.517241379310345
2013,2616761,2.983870967741935
2013,2616762,4.2
2013,2616763,1.7307692307692308
2013,2627281,3.9000000000000004
2013,2627282,5.925925925925926
2013,2627283,4.4
2013,2653591,4.838709677419355
2013,2653592,7.749999999999999
2013,2653593,4
2013,2655761,7.312252964426877
2013,2655762,7.622727272727272
2013,2655763,6.111111111111112
2013,2660591,3.369565217391304
2013,2660592,3.125
2013,2660593,2.916666666666667
2013,2663061,7.884615384615385
2013,2663062,2.840909090909091
2013,2663063,3.8513513513513513
2013,2686061,3.7037037037037033
2013,2686062,10
2013,2686063,4.895833333333334
2013,2704021,2.7586206896551726
2013,2704022,6.553030303030303
2013,2704023,4.196428571428571
2013,2718061,2.596153846153846
2013,2718062,9.736842105263158
2013,2718063,6.370967741935484
2013,2749511,5.2142857142857135
2013,2749512,8.928571428571427
2013,2749513,4.25
2013,2755591,5.178571428571428
2013,2755592,9.473684210526317
2013,2755593,8.529411764705884
2013,2801541,4.8076923076923075
2013,2801542,5.909090909090908
2013,2801543,5.833333333333332
2013,2811041,8
2013,2811042,9.107142857142858
2013,2811043,9.625
2013,2811161,2.3000000000000003
2013,2811162,7.905138339920948
2013,2811163,9.6875
2013,2855021,1.8548387096774195
2013,2855022,2.25
2013,2855023,6.029411764705883
2013,2882511,8.125
2013,2882512,4.2857142857142865
2013,2882513,1.875
2013,2916761,3.5
2013,2916762,1.71875
2013,2916763,2.98076923076923
2013,2924581,9.736842105263158
2013,2924582,7.124999999999999
2013,2940281,9.5
2013,2940282,9.722222222222221
2013,2940283,8.636363636363637
2013,2940991,6.06060606060606
2013,2940992,8.275862068965518
2013,2940993,5.576923076923077
2013,2953311,3.916666666666666
2013,2953312,2.5
2013,2953313,6.724137931034483
2013,2960061,7.272727272727273
2013,2960062,5.078125
2013,2960063,4.910714285714286
2013,2960811,3.8815789473684204
2013,2960812,4.083333333333333
2013,2960813,4.53125
2013,2963311,4.25
2013,2963312,5.220588235294118
2013,2963313,4.407894736842105
2013,2974391,9.910714285714286
2013,2974392,5.666666666666666
2013,2974393,6.796875
2013,2982451,4.56896551724138
2013,2982452,8.14516129032258
2013,2982453,8.796296296296296
2013,2986311,2.1999999999999997
2013,2986312,2.7
2013,2986313,4.583333333333333
2013,3201461,2.846153846153846
2013,3201462,2.661290322580645
2013,3201463,4.814814814814815
2013,3211161,9.473684210526317
2013,3211162,9.333333333333334
2013,3211163,9.558823529411764
2013,3211311,8.676470588235293
2013,3211312,6
2013,3211313,4.56896551724138
2013,3216591,3.3999999999999995
2013,3216592,8.645833333333332
2013,3216593,3
2013,3240451,4.537037037037036
2013,3240452,2.916666666666666
2013,3240453,7.578125
2013,3240781,10
2013,3240782,10
2013,3240783,9.625
2013,3246811,3.3251231527093594
2013,3246812,4.270833333333333
2013,3246813,7.232142857142857
2013,3253061,5.625
2013,3253062,6.634615384615384
2013,3253063,4.482758620689655
2013,3255541,5.178571428571428
2013,3255542,5.775862068965517
2013,3255543,6.416666666666667
2013,3263461,5.446428571428571
2013,3263462,3.645833333333333
2013,3263463,3.888888888888889
2013,3263591,4.051724137931034
2013,3263592,8.055555555555555
2013,3263593,3.75
2013,3301021,8.523391812865498
2013,3301022,4.659090909090909
2013,3301023,4.090909090909091
2013,3301311,3.566017316017316
2013,3301312,3.194444444444444
2013,3301313,3.0000000000000004
2013,3304041,8.75
2013,3304042,8.75
2013,3304043,7.803030303030303
2013,3340021,8.076923076923077
2013,3340022,10
2013,3340023,5.217391304347826
2013,3346311,7
2013,3346312,6.666666666666666
2013,3346313,5.5
2013,3360591,4.838709677419354
2013,3360592,6.206896551724137
2013,3360593,5.833333333333332
2013,3382311,9.318181818181818
2013,3382312,9
2013,3382313,4.761904761904762
2013,3452331,3.6764705882352944
2013,3452332,2.0454545454545454
2013,3452333,5.657894736842105
2013,3477631,1.9117647058823528
2013,3477632,3.0000000000000004
2013,3477633,8.4375
2015,0101041,5.258620689655173
2015,0101042,8.421052631578947
2015,0101043,5.303030303030303
2015,0102061,4.193548387096774
2015,0102062,3.0833333333333335
2015,0102063,5.285714285714286
2015,0102331,5.625
2015,0102332,4.130434782608695
2015,0102333,6.142857142857143
2015,0104461,6.3425925925925934
2015,0104462,7.352941176470589
2015,0104463,4.416666666666666
2015,0104511,4.333333333333334
2015,0104512,4.319581280788177
2015,0104513,3.5968379446640313
2015,0140311,9.5
2015,0140312,6.416666666666667
2015,0140313,9.504830917874397
2015,0140511,5.8
2015,0140512,6.918057100482017
2015,0140513,5.833333333333332
2015,0146431,6.693548387096775
2015,0146432,8.333333333333332
2015,0146433,4.5
2015,0182061,5.625
2015,0182062,4.903846153846154
2015,0182063,5.785714285714285
2015,0304761,8.012016718913271
2015,0304762,10
2015,0304763,7.544563279857397
2015,0311061,8.117352614015573
2015,0311062,8.115591397849462
2015,0311063,8.62962962962963
2015,0340431,7.58695652173913
2015,0340432,7.535714285714286
2015,0340433,7.392446633825944
2015,0346761,6.666666666666668
2015,0346762,7.212701612903225
2015,0346763,6.661538461538461
2015,0467461,2.7205882352941178
2015,0467462,1.5972222222222223
2015,0467463,2.8030303030303028
2015,0516061,5
2015,0516062,5.483870967741935
2015,0516063,4.224137931034483
2015,0540541,7.8125
2015,0540542,9.636363636363637
2015,0540543,7.302631578947368
2015,0542491,5.948275862068966
2015,0542492,7.121212121212121
2015,0542493,6.9642857142857135
2015,0560431,4.7384615384615385
2015,0560432,4.814814814814815
2015,0560433,5.517241379310345
2015,0560591,6.413043478260869
2015,0560592,6.5
2015,0560593,6.309523809523809
2015,0563021,8.75
2015,0563022,7.678571428571428
2015,0563023,6.416666666666666
2015,0563461,6.161858974358974
2015,0563462,7.7
2015,0563463,10
2015,0566041,5.140688259109312
2015,0566042,4.333333333333334
2015,0566043,6.928571428571429
2015,0574571,6.416666666666666
2015,0574572,6.5625
2015,0574573,4.487179487179488
2015,0576331,3.004807692307692
2015,0576332,2.7439024390243905
2015,0576333,2.6785714285714284
2015,0582021,8.796296296296296
2015,0582022,8.24074074074074
2015,0582023,7.65625
2015,0586591,6.607142857142857
2015,0586592,9.090909090909092
2015,0586593,6.662337662337662
2015,0604401,3.8461538461538463
2015,0604402,3.5
2015,0604403,5
2015,0604811,5.071428571428571
2015,0604812,4.634146341463414
2015,0604813,5
2015,0640281,9.30952380952381
2015,0640282,9.86111111111111
2015,0640283,10
2015,0640331,3.548387096774194
2015,0640332,9.28125
2015,0640333,5.609756097560976
2015,0646041,6.269157088122606
2015,0646042,10
2015,0646043,9.138655462184873
2015,0655461,2.34375
2015,0655462,2.3275862068965516
2015,0655463,2.071428571428571
2015,0724281,5.227272727272727
2015,0724282,5.202991452991452
2015,0724283,5.92032967032967
2015,0740021,8.172619047619047
2015,0740022,3.75
2015,0740023,5.588235294117647
2015,0740041,9.736842105263158
2015,0740042,9.761904761904761
2015,0740043,10
2015,0740571,9.642857142857142
2015,0740572,8.223684210526317
