communityID,urban_score_econ,year
0101041,2.4705882352941173,2011
0101042,6.841836734693878,2011
0101043,2.824074074074074,2011
0102061,2.9607843137254903,2011
0102062,3.7364864864864864,2011
0102063,3.95,2011
0102331,3.1842105263157894,2011
0102332,2.666666666666667,2011
0102333,2.093220338983051,2011
0104461,2.90625,2011
0104462,1.5990566037735847,2011
0104463,3.7954545454545454,2011
0104511,4.194444444444445,2011
0104512,1.6136363636363635,2011
0104513,2.1428571428571432,2011
0140311,8.5,2011
0140312,2.41025641025641,2011
0140313,7.782608695652174,2011
0140511,4.3125,2011
0140512,3.3636363636363633,2011
0140513,2.8362068965517238,2011
0146431,2.25,2011
0146432,4.0675675675675675,2011
0146433,1.666666666666667,2011
0182061,2.1785714285714284,2011
0182062,1.9705882352941173,2011
0182063,2.4523809523809526,2011
0304761,7.260869565217392,2011
0304762,4.802631578947368,2011
0304763,4.799019607843137,2011
0311061,3.977272727272727,2011
0311062,5.28030303030303,2011
0311063,5.613636363636363,2011
0340431,5.361111111111111,2011
0340432,5.0357142857142865,2011
0340433,3.6136363636363633,2011
0346761,3.4318181818181817,2011
0346762,4.9787234042553195,2011
0346763,4.041666666666667,2011
0467461,2.307692307692308,2011
0467462,2.7401960784313726,2011
0467463,2.3000000000000003,2011
0516061,2.540322580645161,2011
0516062,1.9523809523809523,2011
0516063,1.8499999999999999,2011
0540541,2.8313953488372094,2011
0540542,5.166666666666666,2011
0540543,3.425925925925926,2011
0542491,1.9090909090909087,2011
0542492,3.185483870967742,2011
0542493,7.269230769230769,2011
0560431,2.7393617021276597,2011
0560432,0.6421568627450983,2011
0560433,1.888888888888889,2011
0560591,3.666666666666667,2011
0560592,2.4038461538461537,2011
0560593,2.5,2011
0563021,6.4,2011
0563022,6.333333333333334,2011
0563023,4.511627906976744,2011
0563461,3.7794117647058827,2011
0563462,3.3235294117647056,2011
0563463,8.75,2011
0566041,2.203125,2011
0566042,2.2142857142857144,2011
0566043,3.609375,2011
0574571,1.8804347826086958,2011
0574572,1.6590909090909087,2011
0574573,1.25,2011
0576331,2.638888888888889,2011
0576332,3.3421052631578947,2011
0576333,5.416666666666667,2011
0582021,7.0357142857142865,2011
0582022,0.5555555555555558,2011
0582023,0.9756097560975607,2011
0586591,1.0784313725490198,2011
0586592,7.5,2011
0586593,2.3138297872340425,2011
0604401,1.2244897959183676,2011
0604402,0.5681818181818182,2011
0604403,2.446808510638298,2011
0604811,1.6363636363636365,2011
0604812,2.274193548387097,2011
0604813,1.6785714285714284,2011
0640281,8.75,2011
0640282,8.25,2011
0640283,8,2011
0640331,0.6521739130434784,2011
0640332,2.941860465116279,2011
0640333,1.3157894736842106,2011
0646041,7,2011
0646042,7.166666666666667,2011
0646043,7.022727272727273,2011
0655461,2.2608695652173916,2011
0655462,3.25,2011
0655463,3.576923076923077,2011
0724281,6.25,2011
0724282,8.25,2011
0724283,8,2011
0740021,3.40625,2011
0740022,2.392857142857143,2011
0740023,1.96875,2011
0740041,9,2011
0740042,7.75,2011
0740043,9.25,2011
0740571,8.5,2011
0740572,5.75,2011
0740573,7.75,2011
0746311,2.0290697674418605,2011
0746312,2.119565217391304,2011
0746313,2.0454545454545454,2011
0749811,1.375,2011
0749812,1.5465116279069768,2011
0749813,1.3414634146341464,2011
0753761,4.772727272727273,2011
0753762,5.4021739130434785,2011
0753763,7.955882352941177,2011
0755041,9.237179487179487,2011
0755042,7.011904761904762,2011
0755043,6.75,2011
0782331,3.0595238095238093,2011
0782332,2.8499999999999996,2011
0782333,4.884615384615384,2011
0896761,3.035714285714286,2011
0896762,6.761904761904762,2011
0896763,7.545454545454545,2011
0940041,8.25,2011
0940042,9,2011
0940043,10,2011
1017911,4.678571428571429,2011
1017912,5.407894736842105,2011
1017913,5.176470588235294,2011
1040041,9.621794871794872,2011
1040042,10,2011
1040043,9,2011
1051021,5.296875,2011
1051022,7.283333333333333,2011
1051023,7.75,2011
1053811,7.905172413793103,2011
1053812,0.6862745098039214,2011
1053813,1.1702127659574468,2011
1082061,3.346938775510204,2011
1082062,2.362244897959184,2011
1082063,2.349056603773585,2011
1082591,7.076923076923077,2011
1082592,4.123493975903614,2011
1082593,8.666666666666666,2011
1101311,9.555555555555555,2011
1101312,5.583333333333334,2011
1101313,8,2011
1111541,7,2011
1111542,1.826923076923077,2011
1111543,7.0357142857142865,2011
1127441,6.647887323943662,2011
1127442,1.6225490196078431,2011
1127443,4.027777777777778,2011
1146041,8,2011
1146042,7.327586206896552,2011
1146043,3.9761904761904763,2011
1160061,2.8106060606060606,2011
1160062,1.2256097560975607,2011
1160063,2.032051282051282,2011
1174891,5.709183673469388,2011
1174892,3.372549019607843,2011
1174893,4.178571428571429,2011
1182761,5.227272727272727,2011
1182762,1.8138297872340425,2011
1182763,2.004385964912281,2011
1224901,3.6388888888888893,2011
1224902,1.6470588235294117,2011
1224903,4.290697674418604,2011
1240991,5.821428571428571,2011
1240992,3.6538461538461537,2011
1240993,4.057692307692308,2011
1340041,6.75,2011
1340042,9,2011
1340043,7.5,2011
1349021,1.6111111111111112,2011
1349022,1.612903225806452,2011
1349023,1.8636363636363635,2011
1355591,1.477272727272727,2011
1355592,2.0075757575757573,2011
1355593,2.1363636363636367,2011
1382021,1.0691489361702127,2011
1382022,1.5192307692307692,2011
1382023,4.0394736842105265,2011
1411541,1.6911764705882355,2011
1411542,6.0476190476190474,2011
1411543,2.4148936170212765,2011
1424031,6.25,2011
1424032,7.75,2011
1424033,4.75,2011
1440161,8,2011
1440162,9.848484848484848,2011
1440163,7.75,2011
1455281,9.75,2011
1455282,8.416666666666668,2011
1455283,8,2011
1504781,6.059523809523809,2011
1504782,6.212962962962963,2011
1504783,7.893939393939394,2011
1511561,6.833333333333334,2011
1511562,10,2011
1511563,10,2011
1538591,7.352941176470588,2011
1538592,7,2011
1538593,9,2011
1540441,5.907407407407407,2011
1540442,3.75,2011
1540443,6.186046511627906,2011
1540581,8,2011
1540582,5.5,2011
1540583,8.25,2011
1546281,4.913793103448276,2011
1546282,4.416666666666667,2011
1546283,5.235294117647058,2011
1546311,3.0377358490566033,2011
1546312,4.142857142857143,2011
1546313,4.75,2011
1546761,4.406976744186046,2011
1546762,2.2794117647058827,2011
1546763,5.222222222222221,2011
1556761,5.581081081081081,2011
1556762,3.5,2011
1556763,8.541666666666666,2011
1582311,5.444444444444445,2011
1582312,7.565217391304348,2011
1582313,4.638888888888889,2011
1582781,5.605263157894736,2011
1582782,6.458333333333333,2011
1582783,3.275641025641026,2011
1601041,8,2011
1601042,8,2011
1601043,7.75,2011
1611591,2.0714285714285716,2011
1611592,2.776595744680851,2011
1611593,6.25,2011
1624311,8.416666666666668,2011
1624312,2.134615384615384,2011
1624313,6.5,2011
1660061,1.2068965517241381,2011
1660062,1.7948717948717947,2011
1660063,1.3829787234042552,2011
1682311,2.0047169811320753,2011
1682312,1.604166666666667,2011
1682313,8,2011
1711591,2.730769230769231,2011
1711592,3,2011
1711593,3.125,2011
1746431,1.7931034482758619,2011
1746432,2.194444444444444,2011
1746433,6.532608695652174,2011
1755311,7.583333333333333,2011
1755312,2.4444444444444446,2011
1755313,1.1956521739130432,2011
1774021,4.886363636363637,2011
1774022,3.541666666666666,2011
1774023,2.604166666666666,2011
1840371,8.75,2011
1840372,7.75,2011
1840373,9.5,2011
