communityID,year,urban_score_comm,urban_score_house,urban_score_econ,urban_score_sani,urban_score,urban_score_wgt,urban_score_comm_wgt,urban_score_house_wgt,urban_score_econ_wgt,urban_score_sani_wgt
0340432,2011,1.5,7.124999999999999,5.0357142857142865,6,19.660714285714285,9.383887441999072,0.7987515836711039,2.621244280137588,2.6101636594391033,3.353727918751275
0340433,2011,0,5.61923076923077,3.6136363636363633,5.692307692307692,14.925174825174825,7.122080266639121,0,2.0672809140518313,1.8730574809514646,3.181741871635825
0346761,2011,1.3043478260869565,3.8541666666666674,3.4318181818181817,3.333333333333334,11.923666007905139,5.75448890419941,0.6945665944966121,1.4179245375013274,1.7788155951174287,1.863182177084042
0346762,2011,0.4,4.700000000000001,4.9787234042553195,4.2,14.27872340425532,6.87033501014076,0.21300042231229438,1.729101490055673,2.5806235546468996,2.3476095431258925
0346763,2011,1.0714285714285714,4.2857142857142865,4.041666666666667,2.410714285714286,11.809523809523812,5.589623688825106,0.5705368454793599,1.5766882888045648,2.094918587185758,1.3474799673554232
0467461,2011,0,3.984375,2.307692307692308,0,6.292067307692308,2.661974406006912,0,1.4658273934979937,1.1961470125089182,0
0467462,2011,0,2.3275862068965516,2.7401960784313726,0.1724137931034483,5.240196078431373,2.3730031913492806,0,0.8563048465059273,1.4203268529252135,0.0963714919181401
0467463,2011,0.3571428571428571,1.9642857142857142,2.3000000000000003,0,4.621428571428572,2.1049876033291004,0.19017894849311995,0.7226487990354254,1.192159855800555,0
0516061,2011,0,3.875,2.540322580645161,3.375,9.79032258064516,4.628787297205703,0,1.4255889944607938,1.3167263484473168,1.8864719542975923
0516062,2011,0.4,4.8,1.9523809523809523,5.300000000000001,12.452380952380953,5.95332931284061,0.21300042231229438,1.7658908834611122,1.0119783455035767,2.962459661563627
0516063,2011,0,3.706896551724138,1.8499999999999999,3.8793103448275867,9.436206896551724,4.491014512065945,0,1.3637447555464768,0.9589111883613158,2.1683585681581525
0540541,2011,1.3636363636363635,5.681818181818182,2.8313953488372094,4.886363636363637,14.763213530655392,7.0152981429243075,0.7261378033373671,2.0903064434909,1.467598204688752,2.7312556914072887
0540542,2011,0.625,9.453125,5.166666666666666,9.140625,24.385416666666664,11.597795637227446,0.33281315986295995,3.477747345357985,2.6780402557838547,5.109194876222646
0540543,2011,0.9375,4.609375,3.425925925925926,3.984375,12.957175925925926,6.197827248050564,0.4992197397944399,1.6957611022819927,1.7757614599283629,2.2270849460457685
0542491,2011,0.5882352941176471,6.029411764705883,1.9090909090909087,4.852941176470588,13.379679144385026,6.233533782505214,0.31323591516513877,2.21818401415152,0.9895398012573774,2.712574051931178
0542492,2011,0.43478260869565216,6.521739130434783,3.185483870967742,5,15.142005610098177,7.076736769480241,0.23152219816553735,2.399308265572164,1.6511330401164768,2.7947732656260627
0542493,2011,4.2105263157894735,6.315789473684211,7.269230769230769,5.921052631578947,23.716599190283404,11.643113353906939,2.242109708550467,2.3235406361330426,3.767863089403092,3.309599919820337
0560431,2011,0,3.9814814814814814,2.7393617021276597,1.8269230769230769,8.547766260532217,3.9058244106801903,0,1.4647628855869566,1.4198943703452493,1.0211671547479844
0560432,2011,0,5.892857142857143,0.6421568627450983,3.125,9.660014005602243,4.2475290937275805,0,2.1679463971062765,0.3328494056050144,1.7467332910162892
0560433,2011,0,6.145833333333332,1.888888888888889,4.270833333333334,12.305555555555555,5.627285448040737,0,2.2610148030426562,0.9790684806091514,2.387202164388929
0560591,2011,0.47619047619047616,6.428571428571428,3.666666666666667,5.9523809523809526,16.523809523809526,7.846260092691283,0.25357193132415995,2.3650324332068466,1.9005446976530587,3.3271110305072176
0560592,2011,0.43478260869565216,5.652173913043478,2.4038461538461537,3.695652173913043,12.186454849498327,5.622611145299205,0.23152219816553735,2.079400496829208,1.245986471363456,2.0657019789410027
0560593,2011,0,6.25,2.5,5,13.75,6.389936283684047,0,2.29933708783999,1.2958259302179944,2.7947732656260627
0563021,2011,4.444444444444445,9.444444444444445,6.4,8.425925925925926,28.714814814814815,13.868250065193095,2.366671359025493,3.474553821624874,3.317314381358066,4.709710503184661
0563022,2011,1.1111111111111112,9.027777777777779,6.333333333333334,7.777777777777778,24.25,11.543116625273598,0.5916678397563733,3.3212646824355416,3.2827590232189197,4.347425079862764
0563023,2011,0.7407407407407407,5.7407407407407405,4.511627906976744,5.185185185185185,16.178294573643413,7.743226080319138,0.3944452265042488,2.1119836954974724,2.338513771742241,2.898283386575176
0563461,2011,0,4.411764705882353,3.7794117647058827,4.11764705882353,12.308823529411764,5.883623363496896,0,1.623061473769405,1.958983906270733,2.301577983456758
0563462,2011,0.9523809523809523,5.833333333333332,3.3235294117647056,5.357142857142857,15.466386554621849,7.370277975398219,0.5071438626483199,2.146047948650657,1.7226862366427456,2.9943999274564956
0563463,2011,6.521739130434783,8.26086956521739,8.75,10,33.53260869565217,16.63689406255624,3.4728329724830607,3.0391238030580734,4.535390755762981,5.589546531252125
0566041,2011,0,3.5810810810810807,2.203125,3.310810810810811,9.095016891891891,4.3099977164112655,0,1.3174580070866968,1.1419466010046075,1.8505931083199605
0566042,2011,0,3.4375,2.2142857142857144,3.645833333333334,9.297619047619047,4.450222442690746,0,1.2646353983119945,1.1477315381930808,2.037855506185671
0566043,2011,0.5555555555555556,5.277777777777778,3.609375,4.652777777777778,14.09548611111111,6.709036825208438,0.29583391987818664,1.941662429731547,1.8708486867522296,2.600691788846475
0574571,2011,0.38461538461538464,5.288461538461537,1.8804347826086958,4.51923076923077,12.072742474916389,5.651132546420644,0.20480809837720612,1.945592920479991,0.9746864605552742,2.5260450670081727
0574572,2011,0,4.326923076923077,1.6590909090909087,2.9807692307692313,8.966783216783217,4.117920792786493,0,1.591848753119993,0.859957208235578,1.6661148314309222
0574573,2011,0,3.055555555555556,1.25,3.194444444444444,7.5,3.55758290553631,0,1.1241203540551064,0.6479129651089972,1.7855495863722066
0576331,2011,0,2.1875,2.638888888888889,2.5,7.326388888888889,3.5699708732315774,0,0.8047679807439965,1.3678162596745498,1.3973866328130313
0576332,2011,0,3.6486486486486487,3.3421052631578947,2.364864864864865,9.355618776671408,4.396482590169373,0,1.3423157053336159,1.7323146646072136,1.3218522202285432
0576333,2011,0,3.8636363636363633,5.416666666666667,2.5,11.780303030303031,5.626417863192498,0,1.4214083815738119,2.807622848805655,1.3973866328130313
0582021,2011,2.6666666666666665,7.5,7.0357142857142865,7.8125,25.014880952380953,12.192864951977505,1.4200028154152957,2.759204505407988,3.646824403613499,4.366833227540723
0582022,2011,0,5.625,0.5555555555555558,6.000000000000001,12.180555555555557,5.711092615633488,0,2.069403379055991,0.28796131782622114,3.3537279187512756
0582023,2011,0.4,4.4,0.9756097560975607,4.500000000000001,10.275609756097563,4.852717839105053,0.21300042231229438,1.618733309839353,0.505688167889949,2.515295939063457
0586591,2011,0,4.107142857142858,1.0784313725490198,5.178571428571428,10.364145658263304,4.964563274582828,0,1.5109929434377078,0.5589837346038409,2.894586596541279
0586592,2011,4.285714285714286,9.464285714285714,7.5,9.642857142857142,30.892857142857142,15.041398346436527,2.2821473819174396,3.4818533044434132,3.8874777906539832,5.389919869421692
0586593,2011,0,3.888888888888889,2.3138297872340425,4.722222222222222,10.924940898345152,5.2695349711996275,0,1.4306986324337716,1.199328254563463,2.6395080842023924
0604401,2011,1.1111111111111112,5.925925925925926,1.2244897959183676,4.2592592592592595,12.520786092214664,5.787203074925169,0.5916678397563733,2.1801122018038424,0.6346902515353443,2.380732781829609
0604402,2011,0.41666666666666663,6.458333333333332,0.5681818181818182,2.8125,10.255681818181817,4.464422952489318,0.22187543990863995,2.375981657434656,0.2945058932313624,1.5720599619146602
0604403,2011,0.3571428571428571,6.3392857142857135,2.446808510638298,4.375,13.518237082066868,6.236045482184615,0.19017894849311995,2.3321847605234183,1.2682551657452714,2.445426607422805
0604811,2011,1.0810810810810811,8.513513513513512,1.6363636363636365,5.743243243243244,16.97420147420147,7.7661363035190965,0.5756768170602551,3.13206997911177,0.8481769725063237,3.210212534840748
0604812,2011,1.7647058823529413,9.411764705882353,2.274193548387097,3.9705882352941178,17.42125237191651,7.800401247432475,0.9397077454954165,3.462531144041397,1.1787835881337887,2.219378769761873
0604813,2011,1.7391304347826086,8.152173913043478,1.6785714285714284,3.804347826086956,15.374223602484474,6.921736597271812,0.9260887926621494,2.9991353319652045,0.8700545531463676,2.126457919498091
0640281,2011,7.058823529411765,10,8.75,9.117647058823529,34.92647058823529,17.06951232737145,3.758830981981666,3.678939340543984,4.535390755762981,5.09635124908282
0640282,2011,8.095238095238095,9.761904761904761,8.25,10,36.107142857142854,17.767840480203734,4.310722832510719,3.591345546721508,4.276225569719382,5.589546531252125
0640283,2011,5.333333333333333,9.833333333333334,8,9.666666666666666,32.833333333333336,16.007500605940145,2.8400056308305914,3.617623684868251,4.146642976697582,5.403228313543721
0640331,2011,1.8518518518518516,6.574074074074074,0.6521739130434784,2.2222222222222223,11.300322061191626,4.984838038539511,0.986113066260622,2.418561973876138,0.3380415470133899,1.2421214513893613
0640332,2011,6.190476190476191,9.523809523809524,2.941860465116279,8.69047619047619,27.346622369878183,13.182624594165986,3.2964351072140796,3.5037517528990323,1.5248556295123377,4.857582104540537
0640333,2011,0,6.666666666666668,1.3157894736842106,2.355587121212121,10.338043261563,4.451306256755817,0,2.4526262270293233,0.6820136474831551,1.316666382243339
0646041,2011,4,9.0625,7,7.84375,27.90625,13.4766561655522,2.1300042231229437,3.3340387773679856,3.6283126046103846,4.384300560450885
0646042,2011,5.454545454545454,9.318181818181818,7.166666666666667,8.636363636363637,30.575757575757578,14.87469042125963,2.9045512133494684,3.4281025673250762,3.714700999958251,4.827335640626836
0646043,2011,4.285714285714286,9.107142857142858,7.022727272727273,8.928571428571427,29.344155844155843,14.263369381727603,2.2821473819174396,3.3504626137096998,3.6400928403396393,4.990666545760825
0655461,2011,0,2.3000000000000003,2.2608695652173916,0.2,4.760869565217392,2.1298243419299108,0,0.8461560483251165,1.1718773629797516,0.11179093062504251
0655462,2011,0,2.2727272727272725,3.25,0.2272727272727273,5.75,2.647731435117301,0,0.83612257739636,1.6845737092833928,0.12703514843754832
0655463,2011,1.6666666666666665,2.833333333333333,3.576923076923077,0.25,8.326923076923077,3.9236344387921482,0.8875017596345598,1.042366146487462,1.854027869388823,0.13973866328130313
0724281,2011,2.608695652173913,8.478260869565217,6.25,4.130434782608695,21.467391304347824,10.05652450095138,1.3891331889932241,3.1191007452438124,3.2395648255449863,2.308725741169356
0724282,2011,2.631578947368421,8.07748538011696,8.25,3.0263157894736836,21.985380116959064,10.340775303674157,1.4013185678440419,2.971657873758116,4.276225569719382,1.6915732923526166
0724283,2011,2.9411764705882355,8.235294117647058,8,5.147058823529411,24.323529411764703,11.619509782880444,1.566179575825694,3.029714751036222,4.146642976697582,2.8769724793209464
0740021,2011,0.5263157894736842,6.578947368421053,3.40625,5.657894736842105,16.169407894736842,7.628687962846623,0.28026371356880836,2.420354829305253,1.7655628299220174,3.1625065900505445
0740022,2011,0,3.552631578947368,2.392857142857143,1.7105263157894735,7.656015037593984,3.503388784537141,0,1.3069916078248363,1.2402905332086518,0.9561066435036529
0740023,2011,0.5555555555555556,4.248366013071896,1.96875,2.5,9.272671568627452,4.276631558589909,0.29583391987818664,1.5629480858520197,1.0204629200466706,1.3973866328130313
0740041,2011,7.272727272727273,10,9,10,36.27272727272727,17.806194171713514,3.8727349511326254,3.678939340543984,4.66497334878478,5.589546531252125
0740042,2011,2.631578947368421,8.289473684210527,7.75,9.210526315789473,27.88157894736842,13.616292578387188,1.4013185678440419,3.0496470849246187,4.0170603836757826,5.148266541942746
0740043,2011,7.6923076923076925,9.230769230769232,9.25,10,36.17307692307692,17.87620844725881,4.0961619675441225,3.3959440066559856,4.794555941806579,5.589546531252125
0740571,2011,8,9.5,8.5,10,36,17.750355513755977,4.260008446245887,3.494992373516785,4.405808162741181,5.589546531252125
0740572,2011,3.333333333333333,10,5.75,5,24.083333333333332,11.229115764940554,1.7750035192691196,3.678939340543984,2.980399639501387,2.7947732656260627
0740573,2011,5.555555555555555,9.86111111111111,7.75,10,33.166666666666664,16.19278907452398,2.958339198781866,3.627842960814206,4.0170603836757826,5.589546531252125
0746311,2011,0,2.8125000000000004,2.0290697674418605,0.7291666666666667,5.570736434108528,2.494001278314153,0,1.0347016895279957,1.0517284875490234,0.4075711012371342
0746312,2011,0,3.4615384615384617,2.119565217391304,2.115384615384616,7.696488294314382,3.5545181042082308,0,1.2734790024959945,1.098635027793517,1.1824040739187192
0746313,2011,0,2.8,2.0454545454545454,0.9000000000000001,5.745454545454546,2.5933834187979112,0,1.0301030153523154,1.0602212156329045,0.5030591878126913
0749811,2011,0,4.545454545454546,1.375,2.3863636363636362,8.306818181818182,3.7188184750068745,0,1.6722451547927202,0.712704261619897,1.3338690585942572
0749812,2011,0.4,4.1000000000000005,1.5465116279069768,3.1,9.146511627906978,4.255728924153688,0.21300042231229438,1.5083651296230336,0.8016039475302013,1.7327594246881588
0749813,2011,0,3.4000000000000004,1.3414634146341464,2.1,6.841463414634147,3.1199653781965813,0,1.2508393757849547,0.69532123084868,1.1738047715629463
0753761,2011,0.37037037037037035,7.962962962962963,4.772727272727273,7.12962962962963,20.235690235690235,9.585737544110348,0.1972226132521244,2.929525771173913,2.473849503143444,3.985139656540867
0753762,2011,2.307692307692308,8.75,5.4021739130434785,6.826923076923077,23.286789297658864,11.06397174804085,1.228848590263237,3.219071922975986,2.8001108144275797,3.815940420374047
0753763,2011,2,9,7.955882352941177,9.5,28.455882352941178,13.809892183022548,1.0650021115614718,3.3110454064895856,4.123775460281971,5.310069204689519
0755041,2011,1.9047619047619047,8.214285714285714,9.237179487179487,7.380952380952381,26.73717948717949,12.949801970626979,1.0142877252966398,3.0219858868754153,4.787910680625974,4.1256176778289495
0755042,2011,5.833333333333334,8.541666666666666,7.011904761904762,8.333333333333332,29.720238095238095,14.541122159090474,3.10625615872096,3.1424273533813194,3.634483204278089,4.6579554427101035
0755043,2011,2.2222222222222223,9.444444444444445,6.75,6.111111111111111,24.52777777777778,11.572453504046948,1.1833356795127465,3.474553821624874,3.498730011588585,3.415833991320743
0782331,2011,0.8,5.2,3.0595238095238093,1.9,10.95952380952381,4.986907257245481,0.42600084462458876,1.9130484570828719,1.585844114600117,1.0620138409379039
0782332,2011,0.3448275862068966,4.224137931034483,2.8499999999999996,1.7241379310344829,9.143103448275863,4.178612254784093,0.18362105371749515,1.554034721436683,1.4772415604485134,0.963714919181401
0782333,2011,2.6666666666666665,6.833333333333334,4.884615384615384,5.166666666666666,19.55128205128205,9.35372158241116,1.4200028154152957,2.513941882705056,2.5318445098105427,2.8879323744802643
0896761,2011,0.5263157894736842,2.631578947368421,3.035714285714286,1.1842105263157894,7.37781954887218,3.4838285445196844,0.28026371356880836,0.968141931722101,1.5735029152647078,0.6619199839640674
0896762,2011,1.153846153846154,4.423076923076923,6.761904761904762,3.076923076923077,15.415750915750916,7.466408547398401,0.6144242951316184,1.6272231698559931,3.5049006112562897,1.7198604711545002
0896763,2011,2,7.25,7.545454545454545,4,20.795454545454547,9.879090008069202,1.0650021115614718,2.6672310218943887,3.911038262112492,2.23581861250085
0940041,2011,5.909090909090909,9.886363636363637,8.25,4.318181818181818,28.363636363636367,13.473623749502224,3.1465971477952577,3.637133211674166,4.276225569719382,2.413667820313418
0940042,2011,6.8181818181818175,10,9,9.65909090909091,35.47727272727273,17.373595514611402,3.6306890166868353,3.678939340543984,4.66497334878478,5.398993808595804
0940043,2011,9,9.5,10,10,38.5,19.060352127667514,4.792509502026624,3.494992373516785,5.183303720871978,5.589546531252125
1017911,2011,0,1.875,4.678571428571429,0,6.553571428571429,3.1148467957599584,0,0.689801126351997,2.4250456694079614,0
1017912,2011,0,4.5,5.407894736842105,0.6,10.507894736842106,4.7939715862756875,0,1.6555227032447928,2.803076091155767,0.33537279187512753
1017913,2011,0,2.3684210526315788,5.176470588235294,0,7.544891640866873,3.5544496646483266,0,0.8713277385498909,2.6831219260984356,0
1040041,2011,5.909090909090909,7.954545454545455,9.621794871794872,8.295454545454547,31.780885780885782,15.69707760269716,3.1465971477952577,2.92642902088726,4.987268516044128,4.636782917970514
1040042,2011,3.5714285714285716,8.035714285714286,10,7.678571428571428,29.285714285714285,14.333356976666048,1.9017894849311998,2.956290541508559,5.183303720871978,4.29197322935431
1040043,2011,5.294117647058823,8.529411764705882,9,8.823529411764707,31.647058823529413,15.553968256251597,2.819123236486249,3.137918849287516,4.66497334878478,4.931952821693052
1051021,2011,0.8108108108108109,2.4324324324324325,5.296875,2.8378378378378377,11.37795608108108,5.6583886036078965,0.4317576127951913,0.8948771368890772,2.745531189649376,1.5862226642742516
1051022,2011,1.5,3.25,7.283333333333333,2.1875,14.220833333333333,6.9922930497610585,0.7987515836711039,1.1956552856767948,3.775172876701757,1.2227133037114024
1051023,2011,2.5,6.666666666666668,7.75,5.729166666666668,22.645833333333336,11.003283617020143,1.3312526394518398,2.4526262270293233,4.0170603836757826,3.2023443668631972
1053811,2011,5.333333333333333,8,7.905172413793103,8.333333333333334,29.571839080459768,14.538603504630714,2.8400056308305914,2.9431514724351873,4.097490958654831,4.657955442710104
1053812,2011,0.3571428571428571,5.178571428571428,0.6862745098039214,1.3392857142857142,7.56127450980392,3.1996608680167182,0.19017894849311995,1.9051650156388487,0.3557169220206258,0.7485999818641239
1053813,2011,1.5384615384615385,5.961538461538462,1.1702127659574468,2.5961538461538463,11.266366612111293,5.070135322077337,0.8192323935088245,2.1932138376319905,0.6065568183999123,1.4511322725366096
1082061,2011,0,2.596153846153846,3.346938775510204,0.7692307692307693,6.712323390894819,3.119894390523895,0,0.9551092518719957,1.734820020863274,0.42996511778862506
1082062,2011,0,1.5740740740740742,2.362244897959184,2.4074074074074074,6.343726379440666,3.1491471528628887,0,0.5790923036041457,1.2244232769202683,1.3456315723384746
1082063,2011,0,1.6379310344827585,2.349056603773585,2.2413793103448274,6.22836694860117,3.073001670409325,0,0.6025848919856525,1.2175873834878514,1.2528293949358211
1082591,2011,0,3.75,7.076923076923077,2.426470588235294,13.25339366515837,6.404073450363597,0,1.379602252703994,3.668184171694015,1.356287025965589
1082592,2011,0.2272727272727273,4.261363636363636,4.123493975903614,2.6704545454545454,11.282584884994522,5.3187479608117005,0.12102296722289455,1.5677298326181748,2.1373321668294385,1.4926629941411926
1082593,2011,3.125,4.84375,8.666666666666666,3.671875,20.307291666666664,9.99066021742398,1.6640657993147998,1.7819862430759923,4.492196558089047,2.0524116169441395
1101311,2011,3.75,8.229166666666666,9.555555555555555,7.083333333333334,28.618055555555557,13.93653625108167,1.9968789591777596,3.02746049898932,4.952934666611001,3.959262126303589
1101312,2011,5.7894736842105265,8.55263157894737,5.583333333333334,7.63157894736842,27.557017543859654,13.389079934831232,3.0829008492568923,3.146461278096829,2.8940112441535213,4.26570656332399
1101313,2011,6.25,9.374999999999998,8,7.291666666666666,30.916666666666664,14.999491219458507,3.3281315986295996,3.4490056317599844,4.146642976697582,4.075711012371341
1111541,2011,4.705882352941177,8.235294117647058,7,7.7941176470588225,27.735294117647058,13.520473002796578,2.50588732132111,3.029714751036222,3.6283126046103846,4.356558325828861
1111542,2011,0,6.25,1.826923076923077,2.5625,10.639423076923077,4.678608104709574,0,2.29933708783999,0.9469497182362269,1.432321298633357
1111543,2011,3.333333333333333,8.194444444444445,7.0357142857142865,5.1307189542483655,23.69421101774043,11.304353560294343,1.7750035192691196,3.0146864040568757,3.646824403613499,2.8678392333548484
1127441,2011,3.947368421052632,8.881578947368421,6.647887323943662,9.342105263157896,28.81893995552261,14.037071988369282,2.1019778517660628,3.2674790195620913,3.445801910213484,5.221813206827644
1127442,2011,0.7142857142857142,7.4107142857142865,1.6225490196078431,5.5357142857142865,15.28326330532213,7.041944425145564,0.3803578969862399,2.72635683272456,0.8410164370630513,3.094213258371713
1127443,2011,1.6666666666666665,8.333333333333332,4.027777777777778,5.520833333333332,19.548611111111107,9.126899578456758,0.8875017596345598,3.065782783786653,2.087719554240102,3.0858954807954437
1146041,2011,3.333333333333333,7.222222222222222,8,7.222222222222222,25.77777777777778,12.61555295893056,1.7750035192691196,2.657011745948433,4.146642976697582,4.036894717015424
1146042,2011,4.2105263157894735,8.947368421052634,7.327586206896552,8.421052631578947,28.906533575317603,14.038889314160688,2.242109708550467,3.2916825678551445,3.798110485121708,4.706986552633368
1146043,2011,0.8333333333333333,3.854166666666667,3.9761904761904763,5,13.663690476190476,6.717428971958052,0.4437508798172799,1.4179245375013274,2.060980289013382,2.7947732656260627
1160061,2011,0.5,5,2.8106060606060606,3.8026315789473686,12.113237639553429,5.688041298520338,0.26625052789036796,1.839469670271992,1.4568224851844724,2.125498615173506
1160062,2011,1.25,7.291666666666666,1.2256097560975607,2.708333333333333,12.475609756097558,5.497292535331773,0.6656263197259199,2.6825599358133214,0.6352707609117484,1.5138355188807837
1160063,2011,0.9523809523809523,5.476190476190476,2.032051282051282,4.0476190476190474,12.508241758241759,5.83751051843608,0.5071438626483199,2.0146572579169435,1.0532738971259084,2.2624355007449077
1174891,2011,5.2,8.46153846153846,5.709183673469388,9.51923076923077,28.889952904238616,14.16201579324559,2.769005490059827,3.112948672767986,2.9592432977835426,5.320818332634235
1174892,2011,2.142857142857143,7.4107142857142865,3.372549019607843,7.678571428571428,20.6046918767507,9.907498341253238,1.1410736909587198,2.72635683272456,1.7480945882156473,4.29197322935431
1174893,2011,2.5,8.229166666666668,4.178571428571429,7.8125,22.720238095238095,10.891426849346246,1.3312526394518398,3.0274604989893206,2.1658804833643623,4.366833227540723
1182761,2011,0,7.291666666666668,5.227272727272727,2.2916666666666665,14.81060606060606,6.672951900287135,0,2.6825599358133223,2.7094542177285335,1.2809377467452787
1182762,2011,0.38461538461538464,5.961538461538462,1.8138297872340425,2.307692307692308,10.467675941080197,4.628080357894936,0.20480809837720612,2.1932138376319905,0.9401630685198641,1.2898953533658752
1182763,2011,0.967741935483871,5.887096774193548,2.004385964912281,2.4193548387096775,11.278579513299379,5.072394562442589,0.5153236023684541,2.165827192417023,1.0389341229993394,1.3523096446577723
